Sector,Ann_Mean,Ann_Vol,Sharpe,MaxDD
Agri & livestock,-1.4328978769787737,14.282917886746842,-0.10032248930789998,-55.25548759599255
Energy,-3.3362388040246556,28.636261128358647,-0.11650399432629702,-85.60828795666356
Metals,6.433885956687504,20.669316018830113,0.31127715841327896,-59.77619406572742
