Date,EURUSD25R3M CURNCY,GBPUSD25R3M CURNCY,USDJPY25R3M CURNCY,AUDUSD25R3M CURNCY,NZDUSD25R3M CURNCY,USDCAD25R3M CURNCY,USDCHF25R3M CURNCY,USDNOK25R3M CURNCY,USDSEK25R3M CURNCY,USDMXN25R3M CURNCY,USDBRL25R3M CURNCY,USDZAR25R3M CURNCY,USDTRY25R3M CURNCY,USDINR25R3M CURNCY,USDKRW25R3M CURNCY
2012-10-24,-0.8375,-0.8075,0.6175,-1.6925,-1.4475,1.1325,0.67,0.795,0.795,3.2175,2.6925,3.945,2.16,0.6975,1.4225
2012-10-25,-0.8275,-0.8125,0.615,-1.5975,-1.4475,1.1325,0.685,0.795,0.795,3.19,2.69,4.09,2.1425,0.6475,1.3875
2012-10-26,-0.865,-0.81,0.6025,-1.59,-1.435,1.135,0.7025,0.7975,0.7975,3.08,2.49,4.11,2.135,0.6475,1.41
2012-10-29,-0.89,-0.79,0.5875,-1.5925,-1.455,1.1275,0.7,0.845,0.845,3.1,2.55,3.92,2.1275,0.6475,1.385
2012-10-30,-0.8375,-0.805,0.5375,-1.5975,-1.44,1.1025,0.71,0.8475,0.845,3.04,2.545,3.795,2.0475,0.6475,1.3575
2012-10-31,-0.835,-0.7875,0.4475,-1.5625,-1.42,1.0875,0.7,0.795,0.795,3.025,2.7325,3.785,2.0,0.4975,1.3475
2012-11-01,-0.8875,-0.79,0.5125,-1.59,-1.49,1.0825,0.62,0.845,0.845,3.03,2.585,3.75,1.94,0.4975,1.36
2012-11-02,-0.8825,-0.785,0.6,-1.6,-1.5325,1.0775,0.665,0.845,0.845,3.0125,2.5925,3.815,1.93,0.5,1.365
2012-11-05,-0.9125,-0.775,0.5775,-1.67,-1.575,1.0875,0.645,0.8475,0.845,3.0075,2.5825,3.61,1.735,0.5975,1.355
2012-11-06,-0.9,-0.7775,0.56,-1.6975,-1.5725,1.08,0.68,0.845,0.845,3.0175,2.5725,3.6225,1.775,0.6975,1.345
2012-11-07,-0.93,-0.8,0.51,-1.6475,-1.55,1.0675,0.6575,0.895,0.895,3.0625,2.5875,3.6,1.56,0.6975,1.33
2012-11-08,-0.9225,-0.765,0.525,-1.6875,-1.5625,1.0725,0.695,0.895,0.895,3.23,2.5575,3.7325,1.6275,0.6975,1.335
2012-11-09,-0.95,-0.805,0.4875,-1.7525,-1.6425,1.1325,0.7,0.8975,0.895,3.3325,3.725,3.7475,1.67,0.6975,1.3525
2012-11-12,-0.9225,-0.805,0.4825,-1.7,-1.62,1.1775,0.685,0.8975,0.895,3.355,3.7225,3.8075,1.62,0.6975,1.3225
2012-11-13,-0.96,-0.7675,0.5075,-1.68,-1.625,1.135,0.6975,0.895,0.895,3.1775,3.9825,3.81,1.705,0.6975,1.3
2012-11-14,-0.835,-0.75,0.665,-1.655,-1.505,1.0375,0.645,0.7475,0.745,3.125,4.0125,3.8575,1.64,0.695,1.28
2012-11-15,-0.81,-0.7575,0.9225,-1.7525,-1.6825,1.045,0.5875,0.7475,0.7475,3.085,3.98,3.835,1.59,0.6975,1.2975
2012-11-16,-0.7275,-0.7375,0.89,-1.94,-1.7875,0.9625,0.58,0.745,0.745,2.475,3.9775,3.8325,1.58,0.6975,1.33
2012-11-19,-0.755,-0.7425,0.89,-1.8525,-1.7075,0.99,0.5375,0.745,0.745,2.5575,3.9575,3.545,1.5675,0.6975,1.375
2012-11-20,-0.7675,-0.7325,0.91,-1.7425,-1.67,0.95,0.57,0.7475,0.7475,2.415,3.9725,3.475,1.565,0.6975,1.37
2012-11-21,-0.785,-0.6475,1.2325,-1.735,-1.695,0.945,0.535,0.745,0.745,2.45,4.2325,3.44,1.5125,0.6975,1.34
2012-11-22,-0.6875,-0.6275,1.25,-1.8175,-1.6675,0.9425,0.52,0.595,0.595,2.455,4.22,3.4275,1.455,0.6975,1.35
2012-11-23,-0.6775,-0.6525,1.16,-1.8975,-1.6525,0.9425,0.62,0.57,0.57,2.5675,4.205,3.4375,1.4675,0.6975,1.35
2012-11-26,-0.6,-0.6025,1.185,-1.8025,-1.5775,0.9175,0.575,0.545,0.545,2.84,3.9375,3.375,1.4675,0.6975,1.4525
2012-11-27,-0.6025,-0.5825,1.13,-1.7175,-1.525,0.865,0.405,0.4975,0.4975,2.535,3.885,3.245,1.49,0.6975,1.44
2012-11-28,-0.6225,-0.5225,1.145,-1.7825,-1.565,0.8525,0.435,0.545,0.545,2.77,3.9625,3.5925,1.4325,0.695,1.48
2012-11-29,-0.515,-0.51,1.2,-1.7925,-1.5525,0.85,0.515,0.495,0.495,2.645,3.955,3.48,1.39,0.6975,1.575
2012-11-30,-0.6125,-0.515,1.23,-1.7975,-1.5725,0.8125,0.3975,0.47,0.47,2.7225,3.975,3.3475,1.3675,0.6475,1.585
2012-12-03,-0.5,-0.4875,1.2325,-1.9375,-1.665,0.8125,0.53,0.47,0.47,2.7025,4.4475,3.58,1.445,0.6475,1.585
2012-12-04,-0.5,-0.49,1.1625,-1.7125,-1.57,0.795,0.52,0.47,0.47,2.485,4.315,3.135,1.4275,0.7475,1.55
2012-12-05,-0.5825,-0.4575,1.1475,-1.815,-1.565,0.8175,0.535,0.47,0.47,2.465,4.315,3.135,1.4375,0.5975,1.47
2012-12-06,-0.5825,-0.4675,1.2125,-1.825,-1.585,0.8075,0.5425,0.47,0.47,2.51,3.9675,3.15,1.4575,0.5975,1.4375
2012-12-07,-0.6075,-0.4825,1.23,-1.83,-1.605,0.8175,0.56,0.545,0.545,2.5475,3.89,3.14,1.4725,0.5975,1.475
2012-12-10,-0.6825,-0.49,1.2575,-1.625,-1.525,0.7975,0.545,0.5975,0.595,2.6575,3.9075,3.1325,1.505,0.5975,1.44
2012-12-11,-0.6325,-0.4975,1.255,-1.805,-1.525,0.8275,0.58,0.5975,0.595,2.6325,3.7625,3.1675,1.55,0.4975,1.4575
2012-12-12,-0.6675,-0.4575,1.36,-2.2425,-1.5575,0.8175,0.6,0.5975,0.5975,2.6575,3.5275,3.1725,1.53,0.4975,1.365
2012-12-13,-0.5625,-0.445,1.495,-1.6125,-1.4175,0.7925,0.605,0.5975,0.595,2.8825,3.5075,3.23,1.5275,0.4975,1.365
2012-12-14,-0.5275,-0.4375,1.38,-1.6875,-1.4925,0.7925,0.525,0.5475,0.5475,2.8825,3.48,3.145,1.5675,0.4975,1.3975
2012-12-17,-0.515,-0.445,1.245,-1.715,-1.475,0.7875,0.605,0.4975,0.495,2.7625,3.5,3.1425,1.5675,0.4975,1.41
2012-12-18,-0.5425,-0.46,1.13,-1.6,-1.4425,0.725,0.585,0.4975,0.495,2.72,3.45,3.1425,1.54,0.5125,1.4125
2012-12-19,-0.5125,-0.455,1.145,-1.6675,-1.435,0.7825,0.6075,0.4975,0.495,2.735,2.98,3.1475,1.525,0.3975,1.385
2012-12-20,-0.5275,-0.42,1.1025,-1.765,-1.5375,0.7875,0.605,0.4975,0.495,2.74,2.745,3.0375,1.585,0.3975,1.43
2012-12-21,-0.5575,-0.47,1.0025,-1.765,-1.59,0.785,0.57,0.4975,0.495,2.9475,2.7175,3.075,1.66,0.3975,1.44
2012-12-24,-0.5625,-0.495,1.085,-1.855,-1.6675,0.86,0.615,0.4975,0.495,2.9325,2.7175,3.0825,1.6225,0.3975,1.4325
2012-12-25,-0.5675,-0.49,1.13,-1.86,-1.6575,0.805,0.5625,0.4975,0.495,2.915,2.7125,3.07,1.5625,0.3975,1.4425
2012-12-26,-0.585,-0.48,1.23,-1.875,-1.6725,0.815,0.61,0.4975,0.495,2.885,2.7,3.0625,1.5675,0.3975,1.445
2012-12-27,-0.57,-0.465,1.195,-1.845,-1.7225,0.855,0.61,0.4975,0.495,2.9125,2.6575,3.5575,1.5725,0.3975,1.435
2012-12-28,-0.63,-0.545,1.185,-1.795,-1.5725,0.86,0.5825,0.6425,0.715,2.8375,2.6525,3.4,1.5375,0.3975,1.47
2012-12-31,-0.6275,-0.5275,1.195,-1.765,-1.5675,0.875,0.605,0.645,0.755,2.9125,2.6825,3.33,1.545,0.3975,1.4625
2013-01-01,-0.6225,-0.4925,1.17,-1.765,-1.56,0.8575,0.5775,0.645,0.755,2.8325,2.6775,3.33,1.5375,0.3975,1.47
2013-01-02,-0.5525,-0.475,1.0775,-1.735,-1.51,0.805,0.605,0.58,0.695,2.665,2.675,3.2725,1.66,0.3975,1.365
2013-01-03,-0.6075,-0.53,0.9675,-1.7,-1.52,0.8775,0.625,0.6175,0.7675,2.695,2.59,3.265,1.605,0.3975,1.3
2013-01-04,-0.6925,-0.5925,0.8825,-1.725,-1.52,0.8125,0.615,0.6725,0.78,2.5325,2.55,3.255,1.6,0.3975,1.365
2013-01-07,-0.65,-0.5725,0.85,-1.72,-1.5275,0.8175,0.64,0.6925,0.7425,2.5475,2.6725,3.68,1.67,0.3975,1.335
2013-01-08,-0.6425,-0.5625,0.925,-1.62,-1.4875,0.8025,0.585,0.69,0.735,2.5125,2.5625,3.7575,1.665,0.3975,1.125
2013-01-09,-0.6425,-0.5775,1.0075,-1.5625,-1.3875,0.8075,0.63,0.7,0.75,2.46,2.5525,3.5425,1.69,0.3975,1.145
2013-01-10,-0.625,-0.5625,1.0925,-1.415,-1.3275,0.8075,0.635,0.69,0.74,2.4475,2.53,3.69,1.555,0.3975,0.7575
2013-01-11,-0.585,-0.5725,1.095,-1.4025,-1.2975,0.8025,0.57,0.5975,0.66,2.48,2.5,3.45,1.49,0.5475,0.6525
2013-01-14,-0.56,-0.5725,1.05,-1.41,-1.2925,0.7925,0.585,0.615,0.675,2.4975,2.63,3.3925,1.4925,0.5475,0.72
2013-01-15,-0.555,-0.5725,1.0,-1.4175,-1.345,0.8075,0.685,0.575,0.62,2.495,2.465,3.3975,1.4975,0.4275,0.965
2013-01-16,-0.62,-0.7025,0.895,-1.415,-1.37,0.8325,0.765,0.71,0.715,2.535,2.525,3.4175,1.49,0.4375,1.135
2013-01-17,-0.645,-0.69,1.075,-1.515,-1.4425,0.8175,0.86,0.74,0.72,2.48,2.56,3.1425,1.285,0.425,1.1025
2013-01-18,-0.6225,-0.74,1.13,-1.62,-1.625,0.8325,0.885,0.735,0.75,2.4725,2.55,3.365,1.06,0.385,1.16
2013-01-21,-0.6,-0.745,1.095,-1.635,-1.5875,0.8475,0.86,0.67,0.675,2.475,2.49,3.2225,1.125,0.51,1.455
2013-01-22,-0.6275,-0.73,0.9775,-1.6325,-1.585,0.88,0.8625,0.68,0.68,2.4725,2.505,2.795,1.13,0.3425,1.61
2013-01-23,-0.5775,-0.72,0.865,-1.55,-1.5425,0.875,0.8225,0.665,0.6675,2.375,2.51,3.035,1.0875,0.475,1.535
2013-01-24,-0.45,-0.705,1.08,-1.575,-1.6,0.955,0.7725,0.5975,0.585,2.36,2.35,3.1375,1.105,0.3525,1.565
2013-01-25,-0.365,-0.7,1.26,-1.73,-1.68,1.07,0.76,0.425,0.425,2.365,2.33,2.9575,1.08,0.3525,1.8425
2013-01-28,-0.3525,-0.7425,1.16,-1.825,-1.7675,1.175,0.7575,0.465,0.465,2.3325,2.155,2.7675,1.26,0.4275,2.4725
2013-01-29,-0.3375,-0.7825,1.105,-1.76,-1.7325,1.11,0.7425,0.4325,0.43,2.3525,1.905,2.7375,1.275,0.4275,2.16
2013-01-30,-0.3025,-0.7725,1.1625,-1.76,-1.705,1.105,0.7575,0.355,0.35,2.3475,1.865,2.7475,1.25,0.4325,2.135
2013-01-31,-0.3025,-0.745,1.155,-1.865,-1.82,1.005,0.7575,0.3475,0.3425,2.2275,1.8875,2.6875,1.17,0.4175,2.3275
2013-02-01,-0.25,-0.7875,1.28,-1.8775,-1.8175,0.965,0.7325,0.3375,0.33,2.2325,1.895,2.7,0.975,0.43,2.45
2013-02-04,-0.3925,-0.7825,1.26,-1.79,-1.7425,0.93,0.8025,0.4375,0.425,2.2525,2.075,2.6675,0.98,0.5175,2.34
2013-02-05,-0.5625,-0.92,1.3425,-1.815,-1.7575,1.0275,0.8325,0.615,0.6175,2.245,2.0725,2.6475,0.995,0.4675,2.31
2013-02-06,-0.5775,-0.9325,1.3825,-2.015,-1.9075,0.995,0.865,0.675,0.67,2.32,2.28,2.6325,1.02,0.4975,2.4775
2013-02-07,-0.6025,-0.9625,1.315,-2.05,-1.94,0.99,0.875,0.65,0.66,2.3575,2.295,2.53,1.035,0.535,2.4075
2013-02-08,-0.7025,-0.8725,1.185,-2.075,-1.96,0.995,0.9075,0.8125,0.815,2.34,2.2625,2.535,1.01,0.7925,2.4825
2013-02-11,-0.725,-0.8725,1.23,-2.065,-1.95,1.09,0.9075,0.81,0.815,2.3525,2.255,2.535,1.045,0.83,2.43
2013-02-12,-0.725,-1.045,1.17,-2.07,-1.9375,1.1525,0.9075,0.8175,0.815,2.3275,2.2275,2.545,1.145,0.8,2.435
2013-02-13,-0.7125,-1.07,1.14,-2.0625,-1.945,1.1525,0.91,0.795,0.7925,2.285,2.25,2.53,1.195,0.7575,2.3325
2013-02-14,-0.8625,-1.11,0.9325,-1.985,-1.835,1.115,0.9475,0.945,0.9425,2.27,2.0025,2.4525,1.175,0.73,2.26
2013-02-15,-0.9575,-1.12,0.86,-2.015,-1.86,1.135,1.0,1.0175,1.02,2.265,2.0925,2.375,1.195,0.7425,2.22
2013-02-18,-0.9825,-1.115,0.9,-1.955,-1.87,1.165,1.0625,1.0575,1.0825,2.21,2.17,2.3875,1.165,0.775,2.4025
2013-02-19,-0.985,-1.09,0.8375,-1.94,-1.85,1.24,1.0425,1.045,1.07,2.255,2.04,2.3775,1.4,0.9025,2.265
2013-02-20,-0.9525,-1.115,0.73,-1.92,-1.87,1.29,1.03,0.9475,0.995,2.2625,2.0425,2.42,1.495,0.8825,2.2125
2013-02-21,-1.0475,-1.165,0.5975,-2.18,-2.1825,1.385,1.11,1.0625,1.11,2.3325,2.24,2.4375,1.525,0.96,2.33
2013-02-22,-1.065,-1.16,0.6775,-2.175,-2.1625,1.41,1.13,1.09,1.14,2.345,2.28,2.4725,1.91,1.035,2.35
2013-02-25,-1.29,-1.18,0.565,-2.0975,-2.1725,1.435,1.295,1.1775,1.2325,2.5725,2.3025,2.415,1.8425,1.015,2.44
2013-02-26,-1.7325,-1.195,0.49,-2.435,-2.395,1.47,1.4525,1.67,1.765,2.845,2.52,2.4325,2.135,1.185,2.51
2013-02-27,-1.5625,-1.19,0.525,-2.5625,-2.4525,1.38,1.2225,1.385,1.3675,2.8625,2.565,2.4375,2.0,1.185,2.9025
2013-02-28,-1.54,-1.1725,0.62,-2.4,-2.355,1.4,1.185,1.3775,1.3525,2.795,2.49,2.44,1.905,1.125,2.59
2013-03-01,-1.55,-1.315,0.64,-2.3725,-2.3575,1.4,1.215,1.315,1.3,2.72,2.545,2.7975,2.05,1.215,2.55
2013-03-04,-1.4725,-1.235,0.5325,-2.5025,-2.3975,1.38,1.2,1.2875,1.32,2.67,2.5075,2.805,1.935,1.25,2.8775
2013-03-05,-1.415,-1.1525,0.4825,-2.32,-2.1525,1.37,1.065,1.23,1.22,2.67,2.425,2.7675,1.93,1.175,2.755
2013-03-06,-1.315,-1.1675,0.52,-2.2225,-2.0125,1.35,1.055,1.0325,1.07,2.6625,2.325,2.7125,1.86,1.1825,2.49
2013-03-07,-1.275,-1.205,0.6275,-2.145,-2.0375,1.345,1.015,1.12,1.1,2.68,2.32,2.8325,1.84,1.15,2.6675
2013-03-08,-1.2675,-1.245,0.565,-2.075,-1.9725,1.285,1.0475,1.1025,1.075,2.63,2.325,2.8275,1.835,1.2,2.68
2013-03-11,-1.25,-1.2375,0.3275,-2.045,-1.8775,1.21,1.04,1.04,1.04,2.5925,2.305,2.71,1.81,1.155,3.23
2013-03-12,-1.2575,-1.2775,-0.0075,-1.905,-1.79,1.15,0.97,1.0625,1.0475,2.5425,2.235,2.7025,1.785,1.125,2.885
2013-03-13,-1.2625,-1.2675,-0.1375,-1.83,-1.6925,1.1225,1.0225,1.0725,1.055,2.53,2.23,2.6525,1.8325,1.1275,3.065
2013-03-14,-1.2425,-1.2175,-0.1925,-1.69,-1.6,1.02,1.0,1.08,1.1175,2.46,2.2225,2.655,1.7925,1.13,3.21
2013-03-15,-1.1775,-1.1825,-0.24,-1.605,-1.55,1.0225,1.03,0.9975,1.04,2.48,2.3875,2.6675,1.7925,1.145,3.21
2013-03-18,-1.36,-1.2225,-0.515,-1.6575,-1.5925,1.0,1.16,1.1775,1.2125,2.495,2.3375,2.6675,1.82,1.095,3.425
2013-03-19,-1.4975,-1.2125,-0.3825,-1.7,-1.62,1.035,1.23,1.26,1.2875,2.5325,2.4725,2.68,1.885,1.0675,3.2025
2013-03-20,-1.4425,-1.245,-0.32,-1.7075,-1.6325,1.04,1.25,1.275,1.3075,2.5725,2.4325,2.55,1.855,1.095,3.2825
2013-03-21,-1.46,-1.1675,-0.2475,-1.675,-1.575,1.015,1.215,1.3075,1.3375,2.605,2.6875,2.6525,1.845,1.115,2.995
2013-03-22,-1.535,-1.1525,-0.3925,-1.72,-1.66,1.035,1.21,1.3375,1.3975,2.46,2.6825,2.5725,1.845,1.065,2.965
2013-03-25,-1.44,-1.18,-0.3125,-1.6825,-1.5875,0.99,1.19,1.27,1.3475,2.535,2.6175,2.56,1.745,1.055,2.8175
2013-03-26,-1.5175,-1.275,-0.3225,-1.695,-1.6425,0.955,1.265,1.345,1.3925,2.5,2.7025,2.57,1.785,1.075,2.69
2013-03-27,-1.5575,-1.3225,-0.245,-1.705,-1.63,0.94,1.21,1.355,1.3325,2.5175,2.5125,2.54,1.77,1.0775,2.5475
2013-03-28,-1.515,-1.295,-0.2575,-1.735,-1.675,0.935,1.215,1.3375,1.33,2.425,2.4525,2.42,1.74,1.05,2.6125
2013-03-29,-1.525,-1.3,-0.2475,-1.765,-1.6725,0.9075,1.215,1.3375,1.2975,2.44,2.4575,2.425,1.735,1.05,2.605
2013-04-01,-1.525,-1.2975,-0.235,-1.76,-1.6925,0.9,1.2,1.32,1.31,2.365,2.415,2.4375,1.7375,1.0475,2.76
2013-04-02,-1.4025,-1.255,-0.2025,-1.745,-1.6475,0.91,1.155,1.185,1.1725,2.355,2.4475,2.4425,1.72,1.0975,2.74
2013-04-03,-1.34,-1.175,0.03,-1.71,-1.655,0.92,1.115,1.165,1.1725,2.3825,2.4075,2.385,1.715,1.095,2.83
2013-04-04,-1.3,-1.185,0.2075,-1.7425,-1.68,0.915,1.06,1.0975,1.1225,2.3475,2.2975,2.4,1.73,1.095,3.0825
2013-04-05,-1.21,-1.15,0.3975,-1.7725,-1.685,0.9725,0.955,1.0125,1.02,2.4025,2.195,2.32,1.725,1.13,3.285
2013-04-08,-1.11,-1.105,0.6,-1.75,-1.655,1.015,0.9,0.875,0.9,2.3325,2.205,2.3275,1.54,1.1525,3.8375
2013-04-09,-1.065,-1.055,0.54,-1.7225,-1.645,1.0,0.9375,0.915,0.9175,2.23,2.1775,2.2625,1.545,1.1125,4.2475
2013-04-10,-1.1125,-1.04,0.7,-1.5875,-1.52,0.995,0.975,0.935,0.94,2.1725,2.1025,2.2625,1.54,0.855,3.89
2013-04-11,-1.105,-0.99,0.755,-1.345,-1.32,0.975,0.99,0.9175,0.925,2.1075,2.01,2.11,1.56,0.865,3.7425
2013-04-12,-1.1025,-1.005,0.77,-1.345,-1.265,1.0025,0.97,0.9475,0.9625,2.0975,1.9725,2.0875,1.575,0.8075,3.385
2013-04-15,-1.1075,-1.0,0.6325,-1.575,-1.5,1.055,0.975,0.915,0.9175,2.225,2.205,2.0775,1.58,0.8525,3.2
2013-04-16,-1.1725,-1.01,0.68,-1.8125,-1.7575,1.0325,1.005,1.0025,1.035,2.2125,2.2325,2.4175,1.6,0.7975,3.3875
2013-04-17,-1.2775,-1.08,0.795,-1.8025,-1.69,1.075,1.11,1.045,1.1975,2.2675,2.2225,2.4175,1.64,0.7975,3.1375
2013-04-18,-1.2825,-1.145,0.8575,-1.8725,-1.765,1.1325,1.105,1.12,1.24,2.395,2.285,2.2975,1.63,0.795,3.2525
2013-04-19,-1.27,-1.125,0.9275,-1.9575,-1.87,1.1075,1.1975,1.09,1.22,2.3975,2.2325,2.2825,1.635,0.78,2.9975
2013-04-22,-1.3975,-1.16,0.82,-2.0175,-1.955,1.1325,1.22,1.2075,1.3125,2.435,2.205,2.28,1.6425,0.755,3.0025
2013-04-23,-1.355,-1.1875,0.7725,-2.0725,-2.0,1.1775,1.2,1.155,1.2775,2.43,2.17,2.275,1.645,0.7475,3.005
2013-04-24,-1.3575,-1.1875,0.78,-2.0025,-1.93,1.1675,1.25,1.145,1.2575,2.305,2.1125,2.29,1.645,0.8125,2.91
2013-04-25,-1.2925,-1.09,0.53,-1.8825,-1.85,1.1125,1.21,1.0925,1.185,2.24,2.0075,2.2175,1.615,0.8,2.915
2013-04-26,-1.2625,-1.06,0.3075,-1.82,-1.765,1.0275,1.185,1.09,1.2025,2.1575,2.0675,2.2975,1.63,0.795,2.7525
2013-04-29,-1.255,-1.0025,0.26,-1.7775,-1.72,1.0075,1.21,1.065,1.185,2.2575,2.0775,2.285,1.625,0.7775,2.765
2013-04-30,-1.205,-0.99,0.3025,-1.7475,-1.69,1.0025,1.165,1.04,1.15,2.21,2.0075,2.09,1.625,0.77,2.6375
2013-05-01,-1.23,-1.025,0.33,-1.83,-1.7725,1.0025,1.125,1.075,1.1625,2.22,2.0175,2.1,1.615,0.765,2.545
2013-05-02,-1.3225,-1.0,0.415,-1.9325,-1.86,1.02,1.195,1.21,1.2475,2.1575,1.995,2.075,1.615,0.81,2.705
2013-05-03,-1.29,-1.02,0.635,-1.8825,-1.815,1.0775,1.21,1.2,1.2675,2.17,2.005,2.185,1.58,0.805,2.54
2013-05-06,-1.2775,-0.985,0.6875,-1.8975,-1.8325,1.1275,1.16,1.1775,1.235,1.9925,1.985,2.12,1.5725,0.6525,2.55
2013-05-07,-1.265,-1.0325,0.7,-2.0875,-2.0025,1.1025,1.2075,1.1325,1.1975,1.9875,1.9775,2.09,1.59,0.6475,2.51
2013-05-08,-1.235,-1.045,0.66,-2.04,-1.9775,1.0975,1.1975,1.1025,1.145,1.975,1.9575,2.08,1.56,0.64,2.5475
2013-05-09,-1.2575,-1.1,0.9725,-2.1775,-2.095,1.1225,1.245,1.1175,1.175,1.8875,1.96,2.055,1.515,0.595,2.4275
2013-05-10,-1.41,-1.295,0.79,-2.48,-2.3475,1.4075,1.51,1.255,1.31,2.05,2.0375,1.95,1.59,0.595,2.6925
2013-05-13,-1.3725,-1.315,0.655,-2.3425,-2.2575,1.375,1.47,1.265,1.3075,2.055,2.0525,1.94,1.675,0.7775,2.7875
2013-05-14,-1.255,-1.3075,0.59,-2.3925,-2.27,1.4975,1.46,1.1375,1.1875,2.065,2.06,1.96,1.685,0.7475,2.42
2013-05-15,-1.3275,-1.3175,0.6125,-2.485,-2.37,1.53,1.71,1.185,1.2325,2.085,2.11,1.95,1.815,0.77,2.5825
2013-05-16,-1.1925,-1.305,0.605,-2.5075,-2.445,1.58,1.5975,1.085,1.15,2.1,2.2175,2.0225,2.055,0.79,2.675
2013-05-17,-1.22,-1.375,0.635,-2.7625,-2.745,1.7,1.58,1.15,1.225,2.1375,2.3925,2.1575,2.215,0.84,2.6675
2013-05-20,-1.1875,-1.345,0.5,-2.6725,-2.6,1.6925,1.405,1.14,1.215,2.155,2.3425,2.13,2.4,0.85,2.595
2013-05-21,-1.18,-1.405,0.4375,-2.4975,-2.4125,1.6775,1.495,1.165,1.2,2.36,2.43,2.8425,2.29,0.975,2.5725
2013-05-22,-1.2025,-1.445,0.4375,-2.58,-2.51,1.625,1.5275,1.1675,1.1925,2.6,2.615,2.74,2.405,1.0625,2.645
2013-05-23,-1.1925,-1.435,0.14,-2.6875,-2.62,1.585,1.4825,1.16,1.1975,3.03,2.73,2.985,2.6425,1.1525,2.7875
2013-05-24,-1.155,-1.415,0.0775,-2.625,-2.565,1.5,1.4275,1.125,1.1475,2.98,2.905,2.98,2.68,1.1875,2.7725
2013-05-27,-1.16,-1.45,0.03,-2.69,-2.655,1.53,1.41,1.13,1.1625,3.0575,2.62,2.97,2.585,1.19,2.685
2013-05-28,-1.205,-1.4175,0.1775,-2.55,-2.5375,1.5075,1.4275,1.15,1.1775,2.98,2.99,3.0425,2.56,1.27,2.6075
2013-05-29,-1.21,-1.4175,0.155,-2.5925,-2.47,1.505,1.4125,1.1775,1.195,3.1125,3.275,3.0875,2.795,1.43,2.8475
2013-05-30,-1.18,-1.405,-0.0375,-2.4225,-2.3775,1.4475,1.3475,1.175,1.19,3.3125,3.3125,3.385,2.9625,1.46,2.7075
2013-05-31,-1.24,-1.405,-0.06,-2.5675,-2.5325,1.51,1.365,1.1875,1.205,3.6575,3.5475,3.7625,3.21,1.74,2.7575
2013-06-03,-1.285,-1.405,-0.0675,-2.4775,-2.42,1.46,1.4375,1.225,1.2475,3.3825,3.44,3.7025,3.5675,1.7025,2.685
2013-06-04,-1.2875,-1.405,0.1025,-2.575,-2.465,1.4625,1.4625,1.24,1.245,3.3,3.265,3.545,3.46,1.6475,2.55
2013-06-05,-1.295,-1.41,0.1275,-2.665,-2.5175,1.485,1.3725,1.25,1.265,3.3325,3.2075,3.5975,3.475,1.665,2.4525
2013-06-06,-1.23,-1.295,0.0525,-2.7925,-2.7775,1.455,1.335,1.17,1.185,3.275,3.2425,3.6675,3.525,1.69,2.515
2013-06-07,-1.225,-1.275,-0.295,-2.9,-2.8075,1.46,1.315,1.205,1.22,3.25,3.3475,3.915,3.575,1.7025,2.53
2013-06-10,-1.22,-1.265,-0.085,-2.8525,-2.8125,1.4275,1.36,1.17,1.2075,3.3125,3.3975,4.115,3.6175,2.035,2.9325
2013-06-11,-1.24,-1.2575,-0.2625,-2.925,-2.7625,1.45,1.365,1.2025,1.225,3.37,3.3575,4.225,3.5925,2.205,3.075
2013-06-12,-1.185,-1.19,-0.4375,-2.875,-2.6975,1.41,1.2875,1.11,1.15,3.57,3.28,4.085,3.3425,2.1975,3.02
2013-06-13,-1.1725,-1.1675,-1.14,-2.77,-2.55,1.4025,1.2625,1.12,1.15,3.625,3.2325,3.955,3.2275,2.19,3.215
2013-06-14,-1.1775,-1.11,-1.05,-2.78,-2.5275,1.425,1.26,1.115,1.145,3.6725,3.12,3.795,3.1175,2.155,3.115
2013-06-17,-1.165,-1.11,-1.055,-2.775,-2.5425,1.465,1.27,1.135,1.1525,3.615,3.2625,3.65,3.11,2.105,3.13
2013-06-18,-1.135,-1.1325,-0.7525,-2.885,-2.72,1.48,1.2775,1.0925,1.1175,3.695,3.5275,3.69,3.16,1.99,3.0325
2013-06-19,-1.225,-1.27,-0.46,-3.045,-2.9175,1.52,1.3075,1.19,1.2025,3.93,3.8175,3.9975,3.305,2.025,3.0725
2013-06-20,-1.355,-1.335,-0.205,-3.32,-3.2075,1.7425,1.44,1.34,1.33,4.385,4.2075,4.1825,3.84,2.3775,3.6325
2013-06-21,-1.46,-1.395,-0.355,-3.31,-3.0825,1.855,1.475,1.435,1.41,4.5075,4.2725,4.3175,3.865,2.7,3.93
2013-06-24,-1.625,-1.53,-0.5575,-3.38,-3.1775,1.79,1.52,1.76,1.71,4.5125,4.2275,4.36,4.485,2.67,4.14
2013-06-25,-1.575,-1.485,-0.675,-3.275,-3.07,1.82,1.445,1.75,1.76,4.4075,4.1975,4.095,4.63,2.54,4.2575
2013-06-26,-1.67,-1.5075,-0.6925,-3.175,-2.98,1.7625,1.595,1.76,1.7925,4.39,4.1375,3.9225,4.59,2.5975,3.76
2013-06-27,-1.63,-1.505,-0.7975,-2.99,-2.76,1.675,1.5775,1.7575,1.75,4.1875,3.8775,3.875,4.115,2.65,3.4375
