Date,EURUSD25R3M CURNCY,GBPUSD25R3M CURNCY,USDJPY25R3M CURNCY,AUDUSD25R3M CURNCY,NZDUSD25R3M CURNCY,USDCAD25R3M CURNCY,USDCHF25R3M CURNCY,USDNOK25R3M CURNCY,USDSEK25R3M CURNCY,USDMXN25R3M CURNCY,USDBRL25R3M CURNCY,USDZAR25R3M CURNCY,USDTRY25R3M CURNCY,USDINR25R3M CURNCY,USDKRW25R3M CURNCY
2005-10-05,-0.2,-0.25,-0.55,-0.525,-0.55,-0.275,0.1,0.4,-0.2,1.3,,2.25,,0.5,0.35
2005-10-06,-0.2,-0.25,-0.55,-0.525,-0.55,-0.3,0.1,0.4,-0.2,1.3,,2.2,,0.5,0.3
2005-10-07,-0.3,-0.2,-0.65,-0.525,-0.53,-0.225,0.05,0.4,-0.2,1.22,,2.05,,0.5,0.3
2005-10-10,-0.1,-0.2,-0.6,-0.525,-0.55,-0.225,0.05,0.4,-0.2,1.22,,2.25,,0.5,0.3
2005-10-11,-0.1,-0.2,-0.55,-0.525,-0.6,-0.225,0.05,0.4,-0.2,1.3,,2.25,,0.15,0.3
2005-10-12,-0.1,-0.2,-0.55,-0.525,-0.6,-0.45,0.075,0.4,-0.2,1.3,,2.05,,0.5,0.3
2005-10-13,-0.15,-0.25,-0.6,-0.575,-0.525,-0.28,0.075,0.4,-0.2,1.3,,2.05,,0.5,0.3
2005-10-14,-0.2,-0.25,-0.55,-0.575,-0.65,-0.28,0.075,0.4,-0.2,1.22,,2.25,,0.5,0.3
2005-10-17,-0.3,-0.25,-0.55,-0.575,-0.65,-0.225,0.075,0.4,-0.2,1.3,,2.25,,0.5,0.3
2005-10-18,-0.2,-0.25,-0.4,-0.575,-0.65,-0.175,0.075,0.4,-0.2,1.3,,2.25,,0.5,0.3
2005-10-19,-0.3,-0.25,-0.4,-0.55,-0.55,-0.175,0.1,0.4,-0.2,1.3,,2.05,,0.5,0.525
2005-10-20,-0.2,-0.25,-0.4,-0.525,-0.65,-0.175,0.1,0.4,-0.2,1.3,,2.25,,0.5,1.05
2005-10-21,-0.15,-0.25,-0.4,-0.525,-0.55,-0.35,0.1,0.15,-0.2,1.22,,2.05,,0.5,0.6
2005-10-24,-0.15,-0.25,-0.4,-0.525,-0.65,-0.225,0.1,0.15,-0.2,1.3,,2.25,,0.5,0.6
2005-10-25,-0.15,-0.25,-0.4,-0.525,-0.65,-0.3,0.1,0.15,-0.2,1.3,,2.25,,0.5,0.6
2005-10-26,-0.1,-0.25,-0.4,-0.475,-0.55,-0.125,0.1,0.15,-0.2,1.3,,2.25,,0.5,0.6
2005-10-27,-0.1,-0.25,-0.45,-0.475,-0.55,-0.125,0.1,0.15,-0.2,1.3,,2.35,,0.5,0.6
2005-10-28,-0.1,-0.4,-0.5,-0.5,-0.525,-0.125,0.1,0.15,-0.2,1.22,,2.35,,0.5,0.6
2005-10-31,-0.1,-0.15,-0.5,-0.475,-0.6,-0.125,0.1,0.15,-0.2,1.2,,2.25,,0.5,0.5
2005-11-01,-0.1,-0.15,-0.45,-0.525,-0.6,-0.125,0.1,0.15,-0.2,1.3,,2.35,,0.5,0.6
2005-11-02,-0.1,-0.15,-0.45,-0.525,-0.65,-0.15,0.1,0.15,-0.2,1.25,,2.15,,0.5,0.6
2005-11-03,-0.1,-0.3,-0.45,-0.525,-0.65,-0.125,0.1,0.15,-0.2,1.3,,2.15,,0.5,0.6
2005-11-04,-0.15,-0.3,-0.4,-0.575,-0.65,-0.125,0.1,0.15,-0.2,1.3,,2.0,,0.5,0.5
2005-11-07,-0.2,-0.25,-0.45,-0.675,-0.65,-0.15,0.35,0.15,-0.2,1.3,,2.05,,0.5,0.6
2005-11-08,-0.25,-0.2,-0.4,-0.675,-0.7,-0.025,0.15,0.15,-0.2,1.3,,2.0,,0.5,0.6
2005-11-09,-0.25,-0.2,-0.4,-0.625,-0.65,-0.025,0.15,0.3,-0.2,1.3,,2.0,,0.5,0.6
2005-11-10,-0.25,-0.2,-0.45,-0.625,-0.65,-0.025,0.15,0.3,-0.2,1.3,,2.0,,0.5,0.6
2005-11-11,-0.25,-0.2,-0.45,-0.625,-0.65,-0.025,0.15,0.3,-0.2,1.2,,2.0,,0.5,0.6
2005-11-14,-0.25,-0.2,-0.45,-0.675,-0.65,-0.025,0.15,0.3,-0.2,1.3,,2.0,,0.5,0.6
2005-11-15,-0.25,-0.2,-0.4,-0.675,-0.7,-0.025,0.15,0.3,-0.2,1.3,,2.0,,0.5,0.6
2005-11-16,-0.25,-0.2,-0.4,-0.675,-0.7,0.025,0.15,0.3,-0.2,1.3,,2.0,,0.5,0.6
2005-11-17,-0.25,-0.35,-0.4,-0.625,-0.65,0.0,0.15,0.3,0.4,1.3,,2.0,,0.5,0.6
2005-11-18,-0.25,-0.3,-0.4,-0.625,-0.65,-0.025,0.15,0.3,0.4,1.3,,2.0,,0.5,0.6
2005-11-21,-0.35,-0.3,-0.4,-0.6,-0.6,-0.025,0.15,0.3,0.4,1.3,,1.9,,0.5,0.6
2005-11-22,-0.15,-0.3,-0.425,-0.6,-0.6,0.05,0.15,0.3,0.4,1.25,,1.9,,0.5,0.5
2005-11-23,-0.15,-0.3,-0.45,-0.625,-0.65,0.025,0.15,0.3,0.4,1.3,,1.8,,0.5,0.6
2005-11-24,-0.1,-0.22,-0.5,-0.55,-0.6,0.05,0.15,0.3,0.4,1.25,3.5,1.8,,0.5,0.4
2005-11-25,-0.1,-0.22,-0.5,-0.525,-0.6,0.025,0.15,0.3,0.4,1.3,3.5,1.8,,0.5,0.4
2005-11-28,-0.1,-0.1,-0.5,-0.525,-0.5,0.025,0.15,0.3,0.4,1.3,3.495,1.8,,0.5,0.4
2005-11-29,-0.1,-0.1,-0.5,-0.525,-0.5,0.025,0.15,0.3,0.4,1.3,3.375,1.8,,0.5,0.4
2005-11-30,-0.1,-0.1,-0.5,-0.525,-0.55,-0.075,0.15,0.3,0.4,1.3,3.375,1.8,,0.5,0.4
2005-12-01,-0.1,-0.1,-0.5,-0.525,-0.5,-0.075,0.3,0.3,0.4,1.2,3.375,1.8,,0.5,0.4
2005-12-02,0.0,-0.1,-0.5,-0.5,-0.5,-0.075,0.1,0.3,0.2,1.2,3.375,1.8,2.3,0.5,0.35
2005-12-05,0.0,-0.1,-0.5,-0.45,-0.5,-0.075,0.1,0.3,0.4,1.2,3.245,1.8,2.25,0.5,0.35
2005-12-06,0.0,-0.15,-0.45,-0.425,-0.45,-0.16,0.1,0.3,0.4,1.2,3.125,1.7,2.25,0.5,0.35
2005-12-07,0.0,-0.1,-0.5,-0.425,-0.55,-0.16,0.1,0.3,0.4,1.2,3.125,1.7,2.25,0.5,0.35
2005-12-08,0.0,-0.1,-0.5,-0.425,-0.6,-0.125,0.1,0.3,0.4,0.85,3.125,1.8,2.25,0.5,0.35
2005-12-09,0.0,-0.1,-0.5,-0.425,-0.55,-0.125,0.1,0.3,0.2,1.2,3.125,1.7,2.25,0.5,0.3
2005-12-12,0.025,-0.1,-0.5,-0.45,-0.55,-0.125,0.1,0.3,0.2,1.2,3.1248,1.8,2.25,0.55,0.3
2005-12-13,0.05,-0.0875,-0.5,-0.425,-0.55,-0.125,0.1,0.3,0.2,1.2,3.1248,1.7,2.25,0.5,0.35
2005-12-14,0.0,0.0,-0.85,-0.425,-0.55,-0.17,0.1,0.3,0.2,1.2,3.3748,1.8,1.95,0.5,0.35
2005-12-15,0.0,0.0,-0.9,-0.55,-0.55,-0.175,-0.1,0.3,0.2,1.2,3.3748,1.7,1.95,0.5,0.35
2005-12-16,0.0,0.0,-1.0,-0.55,-0.65,-0.125,-0.1,0.3,0.2,1.02,3.3748,1.9,1.95,0.5,0.225
2005-12-19,0.0,0.0,-0.95,-0.575,-0.7,-0.13,-0.1,0.3,0.2,1.02,3.4948,1.9,1.95,0.5,0.1
2005-12-20,0.0,-0.05,-0.85,-0.625,-0.65,-0.13,-0.1,0.3,0.2,1.2,3.3748,1.85,1.95,0.5,0.1
2005-12-21,0.05,-0.05,-0.85,-0.575,-0.7,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,1.95,0.45,0.1
2005-12-22,0.075,-0.05,-0.85,-0.575,-0.7,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,2.2,0.45,0.1
2005-12-23,0.0,-0.05,-0.85,-0.575,-0.7,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,2.2,0.1,0.1
2005-12-26,0.0,-0.05,-0.85,-0.625,-0.7,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,2.2,0.45,0.1
2005-12-27,0.0,-0.1,-0.85,-0.625,-0.8,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,2.2,0.45,0.1
2005-12-28,0.0,-0.1,-0.85,-0.625,-0.75,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,2.2,0.45,0.1
2005-12-29,0.0,-0.1,-0.85,-0.675,-0.8,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,2.5,0.1,0.1
2005-12-30,0.0,-0.15,-0.85,-0.625,-0.75,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,2.5,0.45,0.2
2006-01-02,0.0,-0.15,-0.85,-0.675,-0.8,-0.075,-0.1,0.3,0.2,1.2,3.2498,2.0,2.2,0.45,0.2
2006-01-03,0.05,-0.15,-0.75,-0.575,-0.75,-0.075,-0.1,0.3,0.2,1.2,3.1248,2.0,2.5,0.45,0.0
2006-01-04,0.1993,-0.1,-0.8,-0.575,-0.75,-0.1515,-0.2525,-0.1515,-0.1515,1.2,2.8748,1.75,2.4998,0.45,-0.15
2006-01-05,0.1,-0.1,-0.8,-0.575,-0.7575,-0.1111,-0.2525,-0.1515,-0.1515,1.1,2.8748,1.75,2.45,0.45,-0.4141
2006-01-06,0.17,-0.1,-0.9,-0.525,-0.75,-0.125,-0.2727,-0.1717,-0.1717,1.1,2.7498,1.75,2.4998,0.45,-0.3131
2006-01-09,0.12,-0.0808,-0.95,-0.475,-0.75,-0.0606,-0.2222,-0.1212,-0.1212,1.1,2.7498,1.75,2.5,-0.05,-0.4
2006-01-10,0.2391,-0.1,-0.9,-0.475,-0.7575,-0.0101,-0.2727,-0.1717,-0.1717,1.1,2.2498,1.75,2.6,0.45,-0.4
2006-01-11,0.2,-0.1,-0.9,-0.475,-0.75,-0.025,-0.25,-0.1515,-0.1515,0.9,2.3747,1.55,2.6,0.45,-0.2525
2006-01-12,0.15,-0.1,-1.0,-0.475,-0.7,-0.05,-0.25,-0.1818,-0.1818,0.9,2.3747,1.55,2.6,0.45,-0.5
2006-01-13,0.15,-0.1,-1.0,-0.475,-0.65,-0.05,-0.2323,-0.1313,-0.1313,0.9,2.3747,1.55,2.55,0.45,-0.5
2006-01-16,0.15,-0.1,-0.9797,-0.475,-0.75,-0.025,-0.25,-0.1515,-0.1515,0.9,2.3747,1.55,2.5,0.45,-0.5
2006-01-17,0.15,-0.075,-0.85,-0.425,-0.65,-0.025,-0.2222,-0.1212,-0.1212,1.0,2.3749,1.4,2.4998,0.45,-0.4
2006-01-18,0.1,-0.1,-0.8,-0.525,-0.7,-0.05,-0.2323,-0.1313,-0.1313,1.0,2.6249,1.55,2.4998,0.45,-0.3636
2006-01-19,0.15,-0.075,-0.8,-0.475,-0.75,-0.025,-0.2323,-0.1212,-0.1212,1.0,2.2498,1.55,2.5,0.45,-0.375
2006-01-20,0.1,-0.075,-0.8,-0.4875,-0.75,-0.0505,-0.2222,-0.1212,-0.1212,1.0,1.9998,1.55,2.5,-2.5,-0.375
2006-01-23,0.2,-0.075,-0.8,-0.4875,-0.75,-0.0707,-0.25,-0.202,-0.202,0.8,1.9998,1.4,2.4998,-2.5,-0.3636
2006-01-24,0.15,-0.075,-0.8,-0.45,-0.7,-0.0808,-0.2,-0.1515,-0.1515,1.0,1.8748,1.4,2.4998,0.2,-0.375
2006-01-25,0.15,-0.1,-0.75,-0.45,-0.7,-0.075,-0.2,-0.1515,-0.1515,1.0,1.8749,1.4,2.4947,0.2,-0.4141
2006-01-26,0.1,-0.075,-0.8,-0.425,-0.7,-0.075,-0.2,-0.1313,-0.1313,1.0,1.9998,1.35,2.4947,0.2,-0.35
2006-01-27,0.1,-0.075,-0.7,-0.475,-0.75,-0.075,-0.2,-0.101,-0.101,1.0,1.9998,1.6,2.4947,0.2,-0.4545
2006-01-30,0.08,-0.075,-0.65,-0.475,-0.7,-0.075,-0.2,-0.0808,-0.0808,1.0,1.9998,1.6,2.4947,0.2,-0.4646
2006-01-31,0.08,-0.075,-0.625,-0.475,-0.75,-0.075,-0.2,-0.0707,-0.0707,0.8,1.9998,1.35,2.4947,0.2,-0.4646
2006-02-01,0.05,-0.075,-0.625,-0.375,-0.7,-0.1111,-0.2,-0.0505,-0.0505,0.95,2.1248,1.35,2.4947,0.2,-0.35
2006-02-02,0.05,-0.075,-0.625,-0.4,-0.7,-0.075,-0.2,-0.0202,-0.0202,0.95,2.1248,1.35,2.75,0.15,-0.35
2006-02-03,0.05,-0.1,-0.55,-0.4,-0.7,-0.075,-0.2,-0.0303,-0.0303,0.8,2.1248,1.35,2.4998,0.15,-0.35
2006-02-06,0.05,-0.075,-0.5,-0.4,-0.7,-0.075,-0.2,-0.0303,-0.0303,0.95,2.1248,1.675,2.4998,0.15,-0.35
2006-02-07,0.0,-0.075,-0.65,-0.475,-0.7,-0.1111,-0.2,-0.0202,-0.0202,0.95,2.1248,1.35,2.4998,0.05,-0.35
2006-02-08,0.0,-0.075,-0.65,-0.475,-0.75,-0.0101,-0.1212,-0.0202,-0.0202,0.95,2.1248,1.6,2.4998,0.05,-0.4646
2006-02-09,0.0,-0.15,-0.7,-0.475,-0.85,-0.025,-0.1313,-0.0202,-0.0202,0.95,2.1248,1.5,2.65,0.05,-0.35
2006-02-10,0.0,-0.1,-0.7,-0.475,-0.6868,-0.025,-0.1212,-0.0202,-0.0202,0.95,2.1248,1.4,2.65,0.05,-0.35
2006-02-13,0.0,-0.1515,-0.7,-0.425,-0.8,-0.025,-0.1212,-0.0202,-0.0202,0.95,1.9998,1.4,2.4998,0.05,-0.3
2006-02-14,0.05,-0.125,-0.725,-0.475,-0.8,0.025,-0.1313,-0.0303,-0.0303,0.95,1.9998,1.3,2.4998,0.15,-0.3
2006-02-15,0.0948,-0.1515,-0.75,-0.425,-0.75,0.025,-0.1313,-0.0303,-0.0303,0.95,1.9998,1.4,2.4998,0.15,-0.3
2006-02-16,0.0,-0.1515,-0.75,-0.475,-0.75,-0.0101,-0.1313,-0.0404,-0.0404,0.95,1.9998,1.3,2.375,0.0,-0.3
2006-02-17,0.0,-0.125,-0.75,-0.475,-0.75,0.05,-0.1717,-0.0707,-0.0707,0.8749,1.6249,1.3,2.4998,0.15,-0.3
2006-02-20,0.0,-0.1515,-0.7,-0.425,-0.8,0.1,-0.1717,-0.0707,-0.0707,0.8699,1.6249,1.3,2.5,0.15,-0.3
2006-02-21,0.0,-0.175,-0.7,-0.475,-0.75,0.07,-0.1717,-0.0707,-0.0707,0.95,1.8748,1.3,2.5,0.0,-0.3
2006-02-22,0.0,-0.1515,-0.65,-0.425,-0.75,0.0,-0.1818,-0.0808,-0.0808,0.95,2.1248,1.3,2.5,0.1,-0.35
2006-02-23,0.0,-0.1515,-0.7,-0.425,-0.85,0.025,-0.1717,-0.0808,-0.0808,0.95,2.1248,1.2,2.5,0.15,-0.35
2006-02-24,0.07,-0.1515,-0.75,-0.425,-0.85,0.025,-0.1818,-0.0707,-0.0707,0.95,2.1248,1.2,2.4998,0.35,-0.2525
2006-02-27,0.1,-0.1515,-0.8,-0.475,-0.85,-0.0505,-0.1515,-0.0505,-0.0505,0.95,2.1248,1.3,2.4998,0.075,-0.2
2006-02-28,0.1,-0.1,-0.85,-0.425,-0.8282,-0.0505,-0.2222,-0.1313,-0.1313,0.8686,1.9998,1.3,2.4998,0.125,-0.2
2006-03-01,0.1,-0.1,-0.85,-0.375,-0.75,-0.025,-0.2323,-0.1212,-0.1212,1.0,2.0,1.3,2.4998,0.125,-0.2
2006-03-02,0.175,-0.1,-0.9,-0.4,-0.7272,-0.025,-0.25,-0.1515,-0.1515,0.95,2.0,1.25,2.2498,0.125,-0.2
2006-03-03,0.2,-0.1,-0.8,-0.375,-0.7,-0.025,-0.25,-0.1717,-0.1717,0.95,2.0,1.3,2.2498,0.2929,-0.25
2006-03-06,0.17,-0.1,-0.8,-0.375,-0.7,-0.025,-0.2727,-0.1818,-0.1818,1.1211,1.9998,1.3,2.275,0.1,-0.25
2006-03-07,0.2,-0.1,-0.825,-0.375,-0.7,-0.025,-0.2424,-0.1414,-0.1414,0.95,2.3747,1.575,2.2498,0.1,-0.2
2006-03-08,0.2,-0.1,-0.75,-0.375,-0.7,0.025,-0.2323,-0.1414,-0.1414,0.95,2.6248,1.55,2.2498,0.15,-0.15
2006-03-09,0.2,-0.1,-0.75,-0.475,-0.85,0.075,-0.25,-0.1818,-0.1818,1.35,2.3749,1.7,2.4998,0.15,-0.2
2006-03-10,0.2,-0.1,-0.7,-0.475,-0.7777,0.075,-0.25,-0.1717,-0.1717,1.5,2.3749,1.55,2.4998,0.075,-0.15
2006-03-13,0.2,-0.1,-0.65,-0.45,-0.7878,0.1,-0.25,-0.1818,-0.1818,1.35,2.3747,1.525,2.4,0.075,-0.15
2006-03-14,0.2,-0.1,-0.75,-0.45,-0.9,0.05,-0.25,-0.2323,-0.2323,1.35,2.3747,1.525,2.4,0.075,-0.15
2006-03-15,0.2,-0.0707,-0.75,-0.45,-0.9,0.125,-0.3,-0.2222,-0.2222,1.4,2.3747,1.5,2.4947,0.2929,-0.202
2006-03-16,0.3,-0.05,-0.75,-0.45,-0.9,0.0,-0.25,-0.303,-0.303,1.35,2.3747,1.45,2.4947,0.075,-0.2
2006-03-17,0.3,-0.05,-0.8,-0.45,-0.8585,0.0,-0.25,-0.303,-0.303,1.35,2.3749,1.45,2.4947,0.15,-0.25
2006-03-20,0.3,-0.05,-0.85,-0.6125,-0.9292,0.0,-0.25,-0.2525,-0.2525,1.4,2.3747,1.45,2.4998,0.25,-0.25
2006-03-21,0.25,-0.05,-0.85,-0.625,-0.975,0.1,-0.3535,-0.2525,-0.2525,1.625,2.3747,1.45,2.4998,0.2929,-0.25
2006-03-22,0.25,-0.05,-0.85,-0.675,-0.975,0.15,-0.3535,-0.2525,-0.2525,1.65,2.3749,1.45,2.4998,-0.125,-0.25
2006-03-23,0.1995,-0.05,-0.85,-0.675,-0.95,0.15,-0.202,-0.101,-0.101,1.65,2.2498,1.8,2.4998,0.2929,-0.202
2006-03-24,0.175,-0.05,-0.85,-0.8,-1.0,0.2457,-0.25,-0.1515,-0.1515,1.75,2.2498,1.45,2.4998,0.2929,-0.2121
2006-03-27,0.2,-0.05,-0.85,-0.825,-1.1,0.175,-0.25,-0.1515,-0.1515,1.65,2.2498,1.45,2.05,-0.125,-0.2
2006-03-28,0.225,-0.05,-0.8,-0.8375,-1.05,0.15,-0.25,-0.1515,-0.1515,1.65,3.2498,1.45,2.4998,0.2929,-0.2
2006-03-29,0.225,-0.075,-0.775,-0.9,-1.175,0.15,-0.25,-0.202,-0.202,1.65,2.9948,1.55,2.9997,-0.125,-0.2
2006-03-30,0.3,-0.075,-0.8,-0.8,-1.075,0.1745,-0.404,-0.303,-0.303,1.75,2.7547,1.475,2.9997,-0.125,-0.2
2006-03-31,0.225,-0.075,-0.8,-0.75,-1.0,0.1,-0.25,-0.2525,-0.2525,1.75,2.6248,1.475,2.9997,0.2929,-0.2121
2006-04-03,0.225,-0.075,-0.8,-0.75,-0.9375,0.15,-0.25,-0.2525,-0.2525,1.65,2.6248,1.45,2.75,0.15,-0.2
2006-04-04,0.3,0.025,-0.8,-0.825,-1.1,0.125,-0.3,-0.2828,-0.2828,1.75,2.6248,1.45,2.75,0.15,-0.25
2006-04-05,0.325,0.025,-0.825,-0.725,-0.9,0.125,-0.3,-0.2929,-0.2929,1.7499,2.6248,1.45,2.75,0.15,-0.65
2006-04-06,0.3,0.025,-0.875,-0.625,-0.9,0.125,-0.3,-0.303,-0.303,1.825,2.6248,1.25,3.1,0.15,-0.65
2006-04-07,0.3,0.025,-0.875,-0.625,-0.8,0.15,-0.3,-0.303,-0.303,1.825,2.6249,1.45,2.9997,0.2929,-0.4646
2006-04-10,0.3,0.025,-0.875,-0.625,-0.8,-0.025,-0.3,-0.303,-0.303,2.0,2.6249,1.35,2.9997,0.15,-0.65
2006-04-11,0.25,-0.05,-0.65,-0.525,-0.8,-0.025,-0.3,-0.303,-0.303,1.9999,2.6249,1.35,3.1,0.15,-0.4
2006-04-12,0.25,-0.05,-0.8,-0.575,-1.01,0.025,-0.3,-0.2525,-0.2525,2.0,2.6249,1.35,2.9997,0.35,-0.404
2006-04-13,0.25,-0.05,-0.7,-0.575,-0.8,0.025,-0.3,-0.2525,-0.2525,2.0,2.6249,1.35,2.7858,0.225,-0.404
2006-04-14,0.25,-0.05,-0.7,-0.575,-1.01,0.025,-0.3,-0.2525,-0.2525,1.8,2.6249,1.35,2.7858,0.225,-0.65
2006-04-17,0.25,-0.025,-0.8,-0.575,-0.85,0.025,-0.3,-0.303,-0.303,1.775,2.6249,1.35,2.9997,0.225,-0.65
2006-04-18,0.35,-0.025,-0.875,-0.525,-0.8,0.0,-0.4545,-0.3535,-0.3535,1.65,2.6249,1.45,2.9358,0.1,-0.404
2006-04-19,0.35,-0.025,-0.85,-0.425,-0.8,0.0,-0.4848,-0.3737,-0.3737,2.0,2.4998,1.5,2.9358,0.15,-0.5
2006-04-20,0.35,0.05,-0.85,-0.475,-0.6875,-0.025,-0.2,-0.3737,-0.3737,2.0,2.4998,1.5,2.9358,0.15,-0.4646
2006-04-21,0.38,0.05,-0.95,-0.45,-0.6875,-0.025,-0.4848,-0.3737,-0.3737,2.0,2.4998,1.5,2.7667,0.15,-0.5
2006-04-24,0.4,0.05,-1.1,-0.425,-0.625,-0.025,-0.4848,-0.3737,-0.3737,1.7499,2.5048,1.325,2.9998,0.3,-0.606
2006-04-25,0.4,0.15,-1.15,-0.375,-0.909,-0.025,-0.2,-0.3838,-0.3838,2.0,2.5048,1.5,2.5597,0.15,-0.7171
2006-04-26,0.4,0.1,-1.0,-0.425,-0.85,-0.025,-0.2,-0.3838,-0.3838,2.0,2.5048,1.6,2.4998,0.3,-0.6
2006-04-27,0.35,0.1,-1.15,-0.425,-0.775,-0.0505,-0.2,-0.3535,-0.3535,2.0,2.5048,1.6,2.4998,0.15,-0.6
2006-04-28,0.35,0.15,-1.15,-0.425,-0.775,-0.075,-0.2,-0.404,-0.404,2.0,2.3749,1.9,2.4998,0.3434,-0.6
2006-05-01,0.4,0.2,-1.25,-0.425,-0.775,-0.1818,-0.2,-0.404,-0.404,1.75,2.3749,1.5,2.4998,0.3434,-0.65
2006-05-02,0.35,0.2,-1.225,-0.425,-0.775,-0.2323,-0.2,-0.404,-0.404,2.0,2.3749,1.9,2.4998,0.3434,-0.5858
2006-05-03,0.35,0.2,-1.225,-0.375,-0.775,-0.125,-0.2,-0.404,-0.404,2.0,2.2498,1.75,2.4998,0.3434,-0.65
2006-05-04,0.4,0.2,-1.225,-0.375,-0.775,-0.125,-0.2,-0.3535,0.05,1.65,2.2498,1.5,2.4998,0.3434,-0.5
2006-05-05,0.35,0.2,-1.25,-0.303,-0.75,-0.125,-0.2,-0.3535,0.05,1.65,2.2548,1.5,2.091,0.3434,-0.5
2006-05-08,0.4,0.2,-1.3,-0.375,-0.775,-0.175,-0.2,-0.404,-0.404,2.0,2.2548,1.5,2.091,0.15,-0.5
2006-05-09,0.4,0.2,-1.275,-0.375,-0.85,-0.075,-0.2,-0.3333,-0.3333,1.7,2.2548,1.5,2.4998,0.15,-0.5
2006-05-10,0.375,0.3,-1.55,-0.325,-0.95,-0.1515,-0.5555,-0.4545,-0.4545,1.5,2.2498,1.5,2.9997,0.25,-0.5
2006-05-11,0.375,0.2,-1.5,-0.35,-0.95,-0.1515,-0.3,-0.3838,-0.3737,1.5,2.2498,1.45,2.9997,0.15,-0.5656
2006-05-12,0.4,0.225,-1.6,-0.325,-0.9,-0.1111,-0.3,-0.4343,-0.4242,2.0,2.8748,1.95,4.9996,0.15,-0.606
2006-05-15,0.4,0.225,-1.75,-0.5,-1.0,-0.101,-0.3,-0.4242,-0.4343,2.0,2.6248,2.425,4.9996,0.3434,-0.505
2006-05-16,0.4,0.225,-1.65,-0.5,-0.9,-0.125,-0.3,-0.404,-0.404,1.775,2.6248,2.85,2.091,0.4444,-0.4
2006-05-17,0.35,0.3,-1.7,-0.525,-1.0,-0.125,-0.505,-0.404,-0.404,2.2,3.1248,2.7,4.9996,0.4,-0.4
2006-05-18,0.425,0.25,-1.725,-0.65,-1.0605,-0.125,-0.3,-0.3838,-0.3737,2.2,3.1248,2.75,4.9996,0.25,-0.4
2006-05-19,0.35,0.25,-1.725,-0.625,-0.9,-0.125,-0.3,-0.3737,-0.3838,2.2,2.9998,2.75,5.4995,0.25,-0.4
2006-05-22,0.375,0.25,-1.55,-0.65,-0.9,-0.101,-0.3,-0.3737,-0.3838,2.2,3.4998,3.75,5.4995,0.4444,-0.3636
2006-05-23,0.4,0.25,-1.6,-0.675,-0.95,-0.101,-0.3,-0.4545,-0.4545,2.5,3.4998,3.75,5.4995,0.3,-0.35
2006-05-24,0.4,0.25,-1.6,-0.75,-0.95,-0.101,-0.3,-0.4545,-0.4545,2.75,4.4997,3.5,5.4995,0.3,-0.35
2006-05-25,0.4,0.25,-1.6,-0.675,-0.95,-0.101,-0.5252,-0.4343,-0.4343,2.75,3.749,3.75,5.4995,0.3,-0.35
2006-05-26,0.42,0.25,-1.6261,-0.675,-0.95,-0.101,-0.5252,-0.4242,-0.4343,2.35,3.7491,4.0,5.4995,0.3,-0.35
2006-05-29,0.42,0.4,-1.65,-0.707,-0.95,-0.125,-0.5252,-0.4242,-0.4343,2.35,3.7491,4.25,5.4995,0.3,-0.35
2006-05-30,0.4,0.25,-1.65,-0.575,-0.95,-0.101,-0.5858,-0.4848,-0.4747,2.675,4.499,4.0,5.4944,0.3,-0.35
2006-05-31,0.4,0.3125,-1.55,-0.6,-0.95,-0.101,-0.3,-0.4848,-0.4747,2.6,4.374,4.25,5.4944,0.3,-0.4
2006-06-01,0.35,0.275,-1.5,-0.675,-0.95,-0.101,-0.3,-0.4242,-0.4343,2.75,4.2441,3.8,5.4944,0.3,-0.4
2006-06-02,0.5228,0.3,-1.7,-0.675,-0.85,-0.1111,-0.5555,-0.4545,-0.4545,2.8,4.299,3.75,4.9995,0.3,-0.3
2006-06-05,0.45,0.35,-1.65,-0.725,-0.95,-0.101,-0.3,-0.4747,-0.4848,2.55,4.299,3.75,6.1994,0.25,-0.4
2006-06-06,0.45,0.3,-1.55,-0.725,-0.95,-0.125,-0.3,-0.4545,-0.4545,2.55,4.5041,4.2,5.7495,0.25,-0.4
2006-06-07,0.4,0.275,-1.5,-0.725,-0.95,-0.101,-0.3,-0.4242,-0.4343,2.55,4.5041,4.2,5.7495,0.3,-0.4
2006-06-08,0.35,0.2,-1.35,-0.65,-0.95,-0.101,-0.3,-0.3333,-0.3232,2.75,4.499,4.05,5.7495,0.5959,-0.4
2006-06-09,0.35,0.2,-1.35,-0.65,-0.95,-0.025,-0.45,-0.3232,-0.3333,2.75,4.2441,3.95,5.7469,0.3,-0.25
2006-06-12,0.35,0.2,-1.325,-0.65,-0.95,-0.101,-0.45,-0.3232,-0.3333,2.75,4.249,3.7,5.7469,0.5959,-0.2
2006-06-13,0.275,0.2,-1.3,-0.65,-0.95,-0.101,-0.45,-0.3333,-0.3232,2.925,4.2541,4.125,5.9994,0.25,-0.2
