Date,EURUSD CURNCY,GBPUSD Curncy,USDJPY Curncy,AUDUSD Curncy,USDNZD Curncy,CADUSD Curncy,USDCHF Curncy,USDNOK Curncy,USDSEK Curncy,USDMXN BGN Curncy,USDBRL BGN Curncy,USDZAR Curncy,USDTRY Curncy,USDINR Curncy,USDKRW Curncy
2005-10-05,,,,,,,,,,,,,,,
2005-10-06,0.017035490605427972,0.009362233318202406,-0.006227523901412235,0.0026441036488631386,-0.006239168110918514,0.0011823126034522513,-0.017093356021347317,-0.015398633257403205,-0.014618641341414773,0.010917743666309043,0.010009701031837182,0.0016395200956131895,0.005175600739371511,-0.0001964436917867296,0.00240500240500241
2005-10-07,-0.004023318827489852,-0.00966889650907854,0.004589585172109389,-0.0018459915611813704,0.002581095221485974,0.005668398677373565,0.005508341202392186,0.005537047319390531,0.004884228122184142,-0.0036184058706789646,-0.017725387469984866,-0.0012543980419151834,-0.007723427730783383,0.0026242806941472185,-0.004318618042226441
2005-10-10,-0.005276174773289566,-0.003008457739683279,0.0025478826216833728,0.0029062087186262353,-0.003826885610910158,-0.0014091122592766459,0.004304272969165801,0.0010123475726666609,0.005588262050502335,-0.0003242452034869503,-0.0037334992666340217,-0.005253645386594785,0.0009636767976279881,0.008109021286180962,0.0005783132530119417
2005-10-11,-0.006050058014254844,-0.0056934639034388335,0.004031197966874123,-0.008956796628029506,0.009569043794090959,-0.00011759172154290898,0.004831294319332935,-0.0005822773172337037,0.00690127557284459,0.0022704526077770293,-0.003569038590229723,0.006236045884979502,-0.0022217285047767543,0.002681264663165983,0.0032752143338792283
2005-10-12,0.0025848411573416996,0.0030348144754925865,-0.0015710919088766095,0.003322700691121838,-0.00719524007195238,0.004704222039280337,-0.0015509887553315505,-0.0037410116063353316,-0.0004620656903390197,0.010466653722041919,0.009402283411685808,0.006090283091048088,0.010539597713946414,0.0,0.0016322611617858307
2005-10-13,0.0001663339986692769,0.002911457441342691,0.0010490427484919351,-0.005431182938137491,0.005853658536585371,-0.010769050684771186,0.0012427184466017316,0.0024007756352051324,0.0061123595505618855,0.0022875966509585677,0.006209802616988114,0.0003802397031089644,0.005508630187293528,0.0016445682451253774,0.00450536809815949
2005-10-14,0.004074505238649717,0.006602914389799652,-0.0036678019386953142,0.001997868939797476,-0.0051267839822641825,-0.002958229795290479,-0.0031029400356837877,-0.006110386121133016,-1.2763078965138952e-05,-0.005660291231113335,-0.010359268238924302,-0.002630258616757697,-0.0010226442658876067,-0.0022803723347453175,-0.0048668766103636685
2005-10-17,-0.0041407867494824835,-0.008029857498303539,0.007362608466999765,-0.0030572909743452614,-0.000626740947075155,0.006052694042250062,0.005680491790522213,0.002517880037691045,0.004275686024250103,-0.004113299361887757,-0.004008908685968815,-0.002012195121951166,-0.004825972506580789,0.0006957095680133474,0.004507096279248168
2005-10-18,-0.005488565488565467,-0.0017671873218561007,0.006786739754633064,-0.0028000000000000247,0.002578217545815553,0.0017694939247374641,0.00464252553389044,0.006979969183358969,0.0043337357819150935,0.0012261793909666974,0.0026833631484792786,0.006216777662369388,0.0026451138868479607,0.006491003286724917,0.0040095465393794605
