Date,EURUSD CURNCY,GBPUSD Curncy,USDJPY Curncy,AUDUSD Curncy,USDNZD Curncy,CADUSD Curncy,USDCHF Curncy,USDNOK Curncy,USDSEK Curncy,USDMXN BGN Curncy,USDBRL BGN Curncy,USDZAR Curncy,USDTRY Curncy,USDINR Curncy,USDKRW Curncy
2005-10-05,1.1975,1.7624,114.01,0.7564,1.4425,0.8458,1.2929,6.585,7.7709,10.7165,2.2678,6.5263,1.3525,44.2875,1039.5
2005-10-06,1.2179,1.7789,113.3,0.7584,1.4335,0.8468,1.2708,6.4836,7.6573,10.8335,2.2905,6.537,1.3595,44.2788,1042.0
2005-10-07,1.213,1.7617,113.82,0.757,1.4372,0.8516,1.2778,6.5195,7.6947,10.7943,2.2499,6.5288,1.349,44.395,1037.5
2005-10-10,1.2066,1.7564,114.11,0.7592,1.4317,0.8504,1.2833,6.5261,7.7377,10.7908,2.2415,6.4945,1.3503,44.755,1038.1
2005-10-11,1.1993,1.7464,114.57,0.7524,1.4454,0.8503,1.2895,6.5223,7.7911,10.8153,2.2335,6.535,1.3473,44.875,1041.5
2005-10-12,1.2024,1.7517,114.39,0.7549,1.435,0.8543,1.2875,6.4979,7.7875,10.9285,2.2545,6.5748,1.3615,44.875,1043.2
2005-10-13,1.2026,1.7568,114.51,0.7508,1.4434,0.8451,1.2891,6.5135,7.8351,10.9535,2.2685,6.5773,1.369,44.9488,1047.9
2005-10-14,1.2075,1.7684,114.09,0.7523,1.436,0.8426,1.2851,6.4737,7.835,10.8915,2.245,6.56,1.3676,44.8463,1042.8
2005-10-17,1.2025,1.7542,114.93,0.75,1.4351,0.8477,1.2924,6.49,7.8685,10.8467,2.236,6.5468,1.361,44.8775,1047.5
2005-10-18,1.1959,1.7511,115.71,0.7479,1.4388,0.8492,1.2984,6.5353,7.9026,10.86,2.242,6.5875,1.3646,45.1688,1051.7
2005-10-19,1.1992,1.7654,115.44,0.7502,1.4312,0.8508,1.2949,6.5003,7.8773,10.8385,2.2383,6.565,1.3678,45.1663,1053.4
2005-10-20,1.2023,1.7745,115.31,0.753,1.4255,0.8487,1.2877,6.4707,7.8854,10.8698,2.2595,6.615,1.3631,45.225,1054.5
2005-10-21,1.1954,1.7685,115.91,0.749,1.4281,0.8419,1.2921,6.5213,7.9696,10.8743,2.265,6.6125,1.3634,45.075,1058.5
2005-10-24,1.1986,1.7691,115.45,0.7516,1.4214,0.843,1.2871,6.5355,7.956,10.8505,2.261,6.6223,1.3593,45.1588,1055.5
2005-10-25,1.2106,1.7845,115.04,0.7568,1.4182,0.8511,1.2766,6.458,7.855,10.873,2.2635,6.615,1.3536,45.075,1048.5
2005-10-26,1.2069,1.7747,115.86,0.7548,1.425,0.8547,1.283,6.4709,7.8857,10.9044,2.2868,6.6955,1.3563,45.07,1042.8
2005-10-27,1.2141,1.7834,115.44,0.757,1.4148,0.8527,1.2733,6.4232,7.8498,10.899,2.2895,6.7264,1.3513,45.0875,1041.3
2005-10-28,1.2069,1.7739,115.67,0.7493,1.4218,0.8494,1.2804,6.4817,7.8979,10.8245,2.265,6.7025,1.3523,45.0825,1043.35
2005-10-31,1.1992,1.77,116.4,0.7482,1.4281,0.8458,1.2886,6.5009,7.9602,10.787,2.2518,6.7025,1.3513,45.1637,1040.5
2005-11-01,1.2019,1.7652,116.74,0.7444,1.4333,0.8508,1.2882,6.4802,7.9839,10.7625,2.243,6.6685,1.3515,45.085,1041.5
2005-11-02,1.2073,1.7767,116.88,0.7429,1.4438,0.8477,1.2782,6.4597,7.9784,10.7375,2.2385,6.6433,1.3463,45.2925,1039.5
2005-11-03,1.1945,1.7708,117.23,0.7394,1.4519,0.8464,1.2918,6.5295,8.0415,10.762,2.222,6.64,1.349,45.29,1043.5
2005-11-04,1.1813,1.7497,118.34,0.7332,1.4641,0.8448,1.3074,6.5931,8.1232,10.7538,2.212,6.695,1.359,45.54,1047.5
2005-11-07,1.1805,1.7441,117.68,0.733,1.4713,0.8427,1.3059,6.5932,8.1416,10.7078,2.2065,6.7427,1.3598,45.905,1049.5
2005-11-08,1.1782,1.7444,117.3,0.7346,1.4632,0.8442,1.3111,6.605,8.1004,10.712,2.1935,6.7425,1.3608,45.825,1046.0
2005-11-09,1.1765,1.7434,117.52,0.7366,1.4562,0.8425,1.3108,6.5792,8.1706,10.7323,2.1755,6.755,1.3599,45.705,1046.3
2005-11-10,1.1687,1.7412,118.21,0.7301,1.4583,0.8396,1.3155,6.6049,8.2378,10.6865,2.1635,6.77,1.3643,45.8,1045.1
2005-11-11,1.1734,1.7424,118.02,0.733,1.4556,0.8406,1.3108,6.6026,8.1553,10.6778,2.1615,6.7529,1.362,45.685,1041.3
2005-11-14,1.1689,1.7369,118.79,0.7271,1.4723,0.8382,1.3181,6.6566,8.1965,10.6672,2.209,6.783,1.3653,45.8,1037.5
2005-11-15,1.1719,1.7354,118.91,0.7334,1.4592,0.8384,1.3166,6.6691,8.2225,10.6445,2.2095,6.7825,1.356,45.75,1035.35
2005-11-16,1.167,1.7166,119.19,0.7307,1.4616,0.8376,1.3256,6.6966,8.2466,10.6698,2.2015,6.727,1.3578,45.765,1036.5
2005-11-17,1.175,1.7193,118.83,0.7338,1.4535,0.8421,1.3171,6.6982,8.1839,10.6461,2.1945,6.6993,1.3538,45.845,1033.5
2005-11-18,1.1775,1.7179,119.11,0.7333,1.4547,0.8411,1.3141,6.6976,8.1504,10.6628,2.226,6.67,1.367,45.75,1036.35
2005-11-21,1.1725,1.7155,119.04,0.7361,1.452,0.8457,1.32,6.715,8.1695,10.6483,2.22,6.6445,1.3655,45.755,1038.45
2005-11-22,1.1814,1.7224,118.74,0.7376,1.4446,0.8517,1.3109,6.6661,8.0805,10.6245,2.248,6.5932,1.3645,45.77,1043.5
2005-11-23,1.1823,1.7239,118.74,0.7377,1.441,0.8531,1.3111,6.6611,8.0356,10.6075,2.239,6.535,1.358,45.77,1035.5
2005-11-24,1.1789,1.7228,118.93,0.7389,1.4384,0.8534,1.3155,6.6875,8.0577,10.6108,2.2405,6.5315,1.3543,45.7038,1037.7
2005-11-25,1.1725,1.7142,119.63,0.7358,1.4304,0.8552,1.3186,6.7133,8.087,10.6088,2.234,6.5163,1.3578,45.825,1041.5
2005-11-28,1.185,1.7296,118.83,0.7417,1.419,0.8565,1.3052,6.6619,7.9765,10.5568,2.198,6.485,1.3551,45.9688,1038.9
2005-11-29,1.1779,1.718,119.67,0.7379,1.4276,0.8554,1.3139,6.7466,8.093,10.5885,2.1873,6.4936,1.358,45.9,1036.5
2005-11-30,1.1788,1.7293,119.81,0.738,1.4231,0.8579,1.3152,6.7398,8.0781,10.558,2.2035,6.4625,1.3553,45.9288,1033.7
2005-12-01,1.1737,1.7315,120.64,0.742,1.4201,0.8574,1.3177,6.7622,8.0963,10.5033,2.2248,6.4563,1.3593,45.96,1035.0
2005-12-02,1.1718,1.7328,120.59,0.748,1.4035,0.8602,1.317,6.7643,8.0436,10.4709,2.2088,6.353,1.356,46.17,1038.0
2005-12-05,1.1788,1.7421,120.82,0.7517,1.3919,0.8642,1.3071,6.6792,8.012,10.4619,2.1952,6.3287,1.3555,46.31,1036.4
2005-12-06,1.178,1.7407,120.89,0.753,1.3939,0.864,1.307,6.7574,7.9719,10.4217,2.1755,6.2815,1.3538,46.185,1034.5
2005-12-07,1.1725,1.7354,121.04,0.7477,1.4252,0.8622,1.3135,6.7621,8.0181,10.4655,2.1945,6.3255,1.3615,46.21,1035.45
2005-12-08,1.1818,1.753,120.33,0.7496,1.425,0.863,1.3001,6.7109,7.9843,10.5388,2.2223,6.345,1.3547,46.24,1034.5
2005-12-09,1.1812,1.7548,120.66,0.7505,1.4214,0.8643,1.3027,6.718,7.9816,10.643,2.252,6.3798,1.3582,46.215,1033.85
2005-12-12,1.1954,1.7762,119.78,0.7555,1.406,0.8689,1.29,6.651,7.8998,10.6328,2.261,6.3308,1.3505,46.11,1033.6
2005-12-13,1.1945,1.7702,119.96,0.7544,1.4165,0.8695,1.2931,6.6551,7.9054,10.6225,2.2615,6.3036,1.3476,46.095,1026.0
2005-12-14,1.2,1.7731,117.39,0.7549,1.4145,0.8681,1.282,6.6358,7.8584,10.7315,2.2695,6.3388,1.3458,45.7325,1016.5
2005-12-15,1.1979,1.7653,116.22,0.7485,1.4415,0.8632,1.2891,6.638,7.8962,10.7495,2.3085,6.458,1.3496,45.44,1012.5
2005-12-16,1.2013,1.7728,115.68,0.7437,1.4477,0.8629,1.2899,6.6463,7.8859,10.7435,2.337,6.4235,1.35,45.32,1016.35
2005-12-19,1.2007,1.7628,116.15,0.7401,1.4539,0.8553,1.2924,6.6665,7.8404,10.7303,2.38,6.358,1.3507,45.04,1015.5
2005-12-20,1.1859,1.7546,117.25,0.7338,1.4686,0.853,1.3091,6.7959,7.9607,10.6635,2.3475,6.3608,1.3515,45.24,1016.6
2005-12-21,1.1837,1.7449,117.4,0.7333,1.4759,0.8582,1.313,6.787,7.9774,10.6183,2.308,6.3783,1.351,45.225,1018.85
2005-12-22,1.1868,1.7372,116.65,0.7315,1.4852,0.8574,1.3124,6.7859,7.9735,10.6603,2.341,6.365,1.3501,45.2025,1016.5
2005-12-23,1.1869,1.7334,116.26,0.729,1.4837,0.8576,1.312,6.7599,7.9697,10.688,2.315,6.345,1.3495,45.1675,1013.6
2005-12-26,1.1845,1.7328,116.32,0.7304,1.4803,0.8572,1.3141,6.7725,7.983,10.6845,2.341,6.3535,1.3475,45.045,1011.85
2005-12-27,1.1827,1.7272,117.44,0.7242,1.4888,0.8513,1.3178,6.7796,7.995,10.7555,2.337,6.3758,1.3493,45.2725,1012.7
2005-12-28,1.1833,1.7168,117.92,0.7291,1.4682,0.858,1.3171,6.7991,7.9537,10.7783,2.341,6.3413,1.3521,45.135,1012.9
2005-12-29,1.184,1.7249,117.86,0.7316,1.4682,0.8589,1.3149,6.7765,7.9453,10.661,2.3258,6.3235,1.3479,45.1625,1009.35
2005-12-30,1.1849,1.723,117.75,0.7328,1.4652,0.8605,1.3134,6.7442,7.9386,10.635,2.3355,6.3288,1.351,45.05,1010.0
2006-01-02,1.1821,1.7199,117.88,0.7332,1.4672,0.8595,1.3146,6.7485,7.9583,10.636,2.3364,6.3423,1.351,45.0925,1007.95
2006-01-03,1.2019,1.7462,116.17,0.7403,1.4621,0.8651,1.2904,6.6269,7.7943,10.6278,2.3315,6.2243,1.342,45.0488,1002.85
2006-01-04,1.2119,1.7587,116.1,0.7469,1.4548,0.8711,1.2768,6.5396,7.6993,10.582,2.286,6.155,1.3348,44.76,998.1
2006-01-05,1.211,1.7559,115.93,0.7475,1.4554,0.8604,1.2758,6.5459,7.7104,10.6323,2.2897,6.1629,1.3348,44.725,987.35
2006-01-06,1.2151,1.7706,114.44,0.7541,1.446,0.858,1.2702,6.514,7.6681,10.5624,2.283,6.0715,1.3305,44.585,987.9
2006-01-09,1.2088,1.7655,114.48,0.7543,1.4404,0.856,1.2757,6.5828,7.7266,10.5794,2.2535,6.0474,1.3395,44.305,977.45
2006-01-10,1.2065,1.7649,114.34,0.7489,1.4408,0.8576,1.2805,6.6322,7.759,10.6315,2.2618,6.0835,1.3453,44.3275,982.05
2006-01-11,1.2128,1.7644,114.15,0.7552,1.4341,0.8628,1.2758,6.6297,7.7075,10.5925,2.2798,5.996,1.3379,44.3275,978.35
2006-01-12,1.2036,1.7602,114.37,0.7503,1.4422,0.86,1.2853,6.6963,7.7396,10.5853,2.2756,6.069,1.3435,44.15,974.1
2006-01-13,1.2142,1.777,114.18,0.7552,1.4316,0.8618,1.2767,6.6358,7.6868,10.5618,2.2725,6.038,1.3359,44.24,987.65
2006-01-16,1.2127,1.7685,114.97,0.7542,1.4379,0.8633,1.2788,6.6579,7.7002,10.5208,2.2715,6.0065,1.3318,44.2575,982.45
2006-01-17,1.2106,1.7678,115.48,0.7524,1.4473,0.8589,1.2804,6.6787,7.6969,10.5935,2.3035,6.0248,1.3378,44.3638,989.05
2006-01-18,1.2113,1.7638,115.24,0.7473,1.4584,0.8541,1.2796,6.7264,7.6935,10.5565,2.3165,6.0518,1.3368,44.4675,992.15
2006-01-19,1.2097,1.7597,115.41,0.7466,1.4728,0.8596,1.2841,6.7154,7.7219,10.5025,2.2888,5.97,1.3353,44.3475,985.05
2006-01-20,1.2135,1.7708,115.29,0.748,1.4722,0.8677,1.2764,6.6545,7.658,10.5452,2.2775,6.0035,1.3365,44.25,986.7
2006-01-23,1.2307,1.7875,114.42,0.7535,1.4611,0.8699,1.2569,6.5415,7.514,10.5383,2.257,5.959,1.3253,44.1825,981.5
2006-01-24,1.228,1.7848,114.69,0.752,1.4634,0.8684,1.2609,6.5474,7.5481,10.4978,2.241,6.0194,1.3248,44.265,975.6
2006-01-25,1.2241,1.7839,115.85,0.7529,1.4541,0.8692,1.2653,6.575,7.5869,10.5108,2.2428,6.0484,1.3245,44.175,968.7
2006-01-26,1.2207,1.7793,116.44,0.7508,1.4619,0.8688,1.2699,6.6129,7.5749,10.4955,2.229,6.1013,1.3263,44.175,969.0
2006-01-27,1.2094,1.7674,117.33,0.7494,1.4678,0.8699,1.2845,6.6805,7.6375,10.4439,2.21,6.1448,1.328,44.145,970.8
2006-01-30,1.209,1.7687,117.61,0.7488,1.4669,0.8732,1.2871,6.7252,7.6405,10.4518,2.2125,6.1138,1.3272,44.1213,970.8
2006-01-31,1.2156,1.7793,117.2,0.7582,1.4523,0.878,1.2779,6.6436,7.5891,10.4498,2.212,6.0579,1.3245,44.1175,964.65
2006-02-01,1.2065,1.7746,118.03,0.753,1.462,0.8761,1.2893,6.6939,7.6731,10.4608,2.225,6.0935,1.3255,44.21,961.6
2006-02-02,1.2091,1.7806,118.56,0.7532,1.449,0.8735,1.286,6.6508,7.6888,10.4985,2.2265,6.0766,1.325,44.2625,972.3
2006-02-03,1.2024,1.763,118.95,0.7489,1.4541,0.8737,1.2948,6.6824,7.7157,10.4883,2.21,6.094,1.3285,44.1975,970.15
2006-02-06,1.1967,1.7477,119.04,0.7414,1.4689,0.872,1.3011,6.7215,7.7882,10.4605,2.1755,6.1062,1.3373,44.245,963.1
2006-02-07,1.1981,1.7447,117.95,0.7397,1.4743,0.867,1.2973,6.7003,7.771,10.5493,2.1905,6.2048,1.3321,44.21,968.25
2006-02-08,1.1961,1.7417,118.53,0.7389,1.4832,0.8701,1.2993,6.7085,7.7534,10.5333,2.1863,6.1763,1.3347,44.26,971.3
2006-02-09,1.198,1.7414,118.84,0.7403,1.4729,0.8729,1.2996,6.704,7.7376,10.4863,2.17,6.1025,1.3306,44.19,972.75
2006-02-10,1.1904,1.7443,117.86,0.7377,1.4736,0.8676,1.3067,6.7939,7.814,10.5055,2.1615,6.1375,1.3318,44.2,967.8
2006-02-13,1.1897,1.7409,117.78,0.7374,1.4818,0.8656,1.3082,6.8117,7.8596,10.5515,2.1545,6.1635,1.3313,44.2625,976.75
2006-02-14,1.1916,1.7363,117.4,0.7422,1.4762,0.8673,1.3079,6.8292,7.8238,10.5095,2.138,6.1286,1.3276,44.225,969.9
2006-02-15,1.1889,1.741,117.88,0.739,1.4838,0.8646,1.3105,6.8352,7.8465,10.542,2.136,6.077,1.334,44.22,974.1
2006-02-16,1.1906,1.7394,117.59,0.7391,1.4924,0.8641,1.3097,6.7814,7.8767,10.4808,2.116,6.0555,1.3283,44.3488,974.55
2006-02-17,1.194,1.7421,118.06,0.7395,1.4962,0.8692,1.3099,6.7575,7.8513,10.4353,2.1175,6.0225,1.324,44.4675,972.8
2006-02-20,1.1936,1.7437,118.26,0.741,1.4925,0.8711,1.3077,6.7411,7.8454,10.4463,2.1175,6.0132,1.3183,44.3675,967.75
2006-02-21,1.1911,1.7458,118.71,0.7388,1.5091,0.8721,1.308,6.7482,7.8839,10.4823,2.166,6.0704,1.323,44.41,968.55
2006-02-22,1.1914,1.7439,118.54,0.7366,1.5181,0.8705,1.3106,6.769,7.8619,10.4633,2.141,6.0718,1.3255,44.6475,974.6
2006-02-23,1.1918,1.7512,117.14,0.7387,1.5122,0.8674,1.3093,6.7439,7.8831,10.4845,2.1335,6.1127,1.3216,44.445,969.1
2006-02-24,1.1876,1.7456,116.9,0.7395,1.5081,0.8707,1.3172,6.7777,7.933,10.4818,2.14,6.1068,1.3196,44.44,966.4
2006-02-27,1.1847,1.7401,116.12,0.7374,1.5158,0.8765,1.3228,6.7829,7.9752,10.4755,2.1405,6.1826,1.3148,44.495,968.85
2006-02-28,1.1921,1.7536,115.77,0.7423,1.5111,0.8795,1.3117,6.7472,7.9119,10.4883,2.1235,6.165,1.3155,44.39,971.0
2006-03-01,1.1923,1.7501,116.1,0.7449,1.5048,0.8811,1.3128,6.7274,7.9261,10.4753,2.1155,6.163,1.3081,44.37,971.0
2006-03-02,1.2039,1.7534,115.88,0.7484,1.4968,0.8838,1.2979,6.6719,7.8509,10.5285,2.104,6.102,1.3028,44.3763,969.2
2006-03-03,1.2045,1.7557,116.38,0.7454,1.5022,0.8815,1.2968,6.64,7.848,10.5873,2.11,6.1773,1.3069,44.3388,971.35
2006-03-06,1.2017,1.7505,117.58,0.7405,1.5211,0.8777,1.2986,6.638,7.857,10.6955,2.1475,6.239,1.3143,44.3225,974.95
2006-03-07,1.1888,1.7359,117.87,0.7337,1.5412,0.8695,1.3135,6.7191,7.9623,10.6663,2.142,6.2513,1.3348,44.3563,976.75
2006-03-08,1.1925,1.7389,117.86,0.7344,1.533,0.8649,1.3079,6.7272,7.9284,10.7163,2.18,6.3025,1.3578,44.4838,982.05
2006-03-09,1.191,1.7356,118.21,0.7344,1.5475,0.8621,1.314,6.7417,7.9097,10.722,2.1618,6.265,1.3523,44.485,982.15
2006-03-10,1.191,1.726,119.01,0.7318,1.5595,0.8617,1.3174,6.6976,7.8802,10.6887,2.1373,6.2485,1.3465,44.495,980.1
2006-03-13,1.1964,1.7329,118.73,0.7363,1.5641,0.8637,1.312,6.6598,7.8392,10.73,2.134,6.2482,1.346,44.5138,980.75
2006-03-14,1.2013,1.7462,117.61,0.7374,1.5569,0.864,1.3027,6.6315,7.8019,10.67,2.124,6.2208,1.3354,44.485,977.0
2006-03-15,1.2069,1.7481,117.38,0.7393,1.5456,0.8661,1.2956,6.6143,7.7678,10.645,2.1157,6.1885,1.3303,44.4175,974.85
2006-03-16,1.2183,1.7574,116.82,0.7379,1.5616,0.8679,1.2895,6.564,7.6738,10.643,2.1135,6.173,1.3183,44.43,975.1
2006-03-17,1.219,1.7565,115.92,0.7274,1.5755,0.8636,1.2896,6.5423,7.6505,10.6838,2.124,6.2146,1.3283,44.4525,971.25
2006-03-20,1.2165,1.7562,116.39,0.7202,1.6012,0.8615,1.2915,6.5333,7.6791,10.7806,2.147,6.2988,1.3355,44.4,967.05
2006-03-21,1.2095,1.7478,117.27,0.7167,1.6046,0.8587,1.3012,6.5739,7.7439,10.848,2.171,6.3548,1.3485,44.435,968.3
2006-03-22,1.2078,1.7473,117.02,0.7187,1.5983,0.8571,1.3049,6.5816,7.7431,10.8693,2.1539,6.285,1.3428,44.5038,973.55
2006-03-23,1.1973,1.7349,117.86,0.7149,1.6033,0.8585,1.3168,6.6714,7.8102,10.9088,2.1615,6.3201,1.3495,44.545,975.5
2006-03-24,1.2036,1.7424,117.46,0.7087,1.6434,0.8565,1.3109,6.6251,7.7654,10.8713,2.158,6.261,1.34,44.655,979.5
2006-03-27,1.2016,1.7464,116.74,0.7057,1.6484,0.8555,1.3088,6.6134,7.7855,10.9685,2.174,6.2742,1.3548,44.6688,975.65
2006-03-28,1.2,1.743,117.95,0.705,1.6566,0.8541,1.3099,6.6178,7.8168,11.016,2.241,6.2915,1.359,44.65,976.75
2006-03-29,1.2024,1.7345,117.82,0.7064,1.6529,0.8533,1.3104,6.6371,7.8421,10.9424,2.2142,6.2905,1.3555,44.7038,975.15
2006-03-30,1.2167,1.7459,117.33,0.7146,1.6307,0.8623,1.2969,6.5551,7.7291,10.9318,2.187,6.1762,1.3476,44.7,976.1
2006-03-31,1.2118,1.7372,117.78,0.7165,1.6265,0.8557,1.3042,6.5525,7.7953,10.874,2.164,6.1765,1.3483,44.6225,971.65
2006-04-03,1.2139,1.7392,117.69,0.7158,1.6415,0.8539,1.3044,6.4863,7.7468,10.852,2.1407,6.0963,1.3436,44.6013,970.8
2006-04-04,1.2259,1.7552,117.54,0.7204,1.6428,0.8597,1.2905,6.4231,7.6488,10.9265,2.1404,6.042,1.3385,44.7138,963.2
2006-04-05,1.2289,1.7538,117.42,0.728,1.6236,0.8605,1.2837,6.4239,7.606,11.032,2.1378,6.0298,1.3358,44.715,957.35
2006-04-06,1.223,1.7533,117.75,0.731,1.63,0.8674,1.29,6.4571,7.6336,11.0998,2.133,6.061,1.3383,44.6825,953.5
2006-04-07,1.2093,1.7422,118.3,0.7262,1.6435,0.8699,1.3015,6.5043,7.7345,11.1458,2.149,6.1315,1.3393,44.6875,953.3
2006-04-10,1.2111,1.7427,118.35,0.7299,1.6384,0.8709,1.3025,6.4768,7.7312,11.1045,2.155,6.1495,1.3392,44.835,953.8
2006-04-11,1.2145,1.7491,118.28,0.7337,1.6355,0.8749,1.2982,6.4571,7.6817,11.0508,2.131,6.125,1.3433,44.835,954.8
2006-04-12,1.2104,1.7493,118.57,0.7326,1.6218,0.8719,1.2988,6.4889,7.718,11.0385,2.1364,6.113,1.3438,45.19,960.4
2006-04-13,1.2108,1.7526,118.56,0.7281,1.6154,0.8687,1.2978,6.492,7.686,11.1038,2.138,6.1235,1.3518,45.155,961.6
2006-04-14,1.211,1.751,118.69,0.7279,1.6171,0.8682,1.2983,6.5005,7.6899,11.0975,2.138,6.1225,1.3519,45.155,958.35
2006-04-17,1.225,1.7692,117.81,0.7373,1.6036,0.873,1.2799,6.4266,7.5862,11.0477,2.1374,6.0635,1.3448,45.135,955.8
2006-04-18,1.2347,1.7833,117.13,0.742,1.5881,0.8768,1.2689,6.3711,7.5353,10.9425,2.1155,5.9901,1.3339,45.185,953.8
2006-04-19,1.2382,1.7928,117.27,0.7467,1.577,0.8806,1.2669,6.2887,7.4933,10.9669,2.1147,5.9606,1.3281,45.1025,945.55
2006-04-20,1.2317,1.7788,117.55,0.7381,1.5953,0.8779,1.2783,6.344,7.5423,11.0438,2.12,6.0775,1.332,45.1163,948.6
2006-04-21,1.2341,1.7822,116.59,0.7443,1.5797,0.8792,1.2756,6.3603,7.561,11.0521,2.1215,5.9772,1.3253,45.145,948.5
2006-04-24,1.2388,1.7882,114.65,0.7444,1.5935,0.8792,1.2682,6.3433,7.5418,11.077,2.114,6.0463,1.3197,44.92,939.7
2006-04-25,1.2431,1.7883,114.82,0.7461,1.6012,0.8839,1.268,6.3118,7.498,11.152,2.1305,6.104,1.3257,44.995,945.1
2006-04-26,1.2454,1.7847,114.73,0.7529,1.5795,0.8864,1.2703,6.2644,7.4862,11.1463,2.119,6.1538,1.3253,45.06,946.55
2006-04-27,1.2534,1.8016,114.11,0.7563,1.5798,0.8906,1.2591,6.2093,7.4209,11.112,2.1015,6.174,1.3203,45.025,944.9
2006-04-28,1.2635,1.8259,113.83,0.7596,1.5664,0.8955,1.2388,6.1503,7.3472,11.0613,2.087,6.005,1.3195,44.88,943.2
2006-05-01,1.2588,1.8262,113.36,0.7599,1.5708,0.8982,1.241,6.1835,7.3789,11.081,2.08,5.9962,1.3225,44.79,943.15
2006-05-02,1.2614,1.8396,113.35,0.762,1.5626,0.9044,1.2376,6.1642,7.4008,10.9812,2.0618,6.029,1.3183,44.83,940.15
2006-05-03,1.2633,1.8421,113.59,0.771,1.5563,0.9026,1.2366,6.1365,7.3704,10.9733,2.0761,6.0426,1.3218,44.82,934.3
2006-05-04,1.2691,1.8514,113.66,0.7719,1.5598,0.9032,1.2293,6.1145,7.3421,10.9813,2.0703,6.035,1.3175,44.9,939.6
2006-05-05,1.2726,1.8594,112.58,0.7725,1.5592,0.9044,1.2261,6.121,7.3187,10.9617,2.0555,6.064,1.3186,44.86,939.6
2006-05-08,1.2713,1.8591,111.64,0.7686,1.5805,0.8994,1.2279,6.1269,7.3284,10.933,2.074,6.0587,1.326,44.83,927.8
2006-05-09,1.2758,1.8667,111.04,0.7739,1.5859,0.9095,1.2206,6.0911,7.2985,10.8768,2.059,6.0263,1.3425,44.84,932.0
2006-05-10,1.2782,1.8638,110.5,0.7746,1.5978,0.9089,1.2185,6.0687,7.2929,10.8537,2.0743,6.094,1.3583,44.94,929.2
2006-05-11,1.2836,1.8826,110.72,0.7759,1.5854,0.9066,1.2135,6.0473,7.2923,10.889,2.0981,6.094,1.3713,45.085,935.6
2006-05-12,1.2928,1.8946,110.03,0.7729,1.5934,0.9011,1.1974,5.9881,7.2444,11.0993,2.1445,6.2915,1.423,44.9,932.85
2006-05-15,1.2797,1.8794,110.49,0.7607,1.6132,0.8985,1.2117,6.0872,7.3587,11.14,2.1665,6.4158,1.4915,45.4475,943.5
2006-05-16,1.2859,1.8879,109.75,0.7675,1.5945,0.9035,1.207,6.0979,7.3133,11.0399,2.136,6.36,1.448,45.515,945.0
2006-05-17,1.2743,1.8828,110.96,0.7586,1.6094,0.8977,1.2146,6.134,7.3899,11.205,2.2095,6.45,1.4925,45.175,943.45
2006-05-18,1.2844,1.8935,110.82,0.7643,1.6058,0.8924,1.2059,6.0749,7.29,11.1639,2.1805,6.4538,1.5003,45.455,947.1
2006-05-19,1.2778,1.8797,111.69,0.7582,1.613,0.8943,1.2167,6.1019,7.3142,11.1949,2.209,6.48,1.4795,45.565,946.25
2006-05-22,1.2866,1.8873,111.57,0.7538,1.6072,0.8967,1.2039,6.0761,7.2538,11.2587,2.298,6.538,1.545,45.56,952.2
2006-05-23,1.2815,1.8801,111.99,0.7519,1.6003,0.889,1.2087,6.12,7.283,11.3593,2.3525,6.6175,1.503,45.53,943.8
2006-05-24,1.2754,1.8687,112.95,0.7525,1.5803,0.8927,1.2179,6.1209,7.3025,11.215,2.3275,6.598,1.5565,45.75,949.6
2006-05-25,1.2799,1.8731,111.78,0.7602,1.5613,0.9031,1.2174,6.1106,7.2792,11.1363,2.278,6.5025,1.5272,45.895,949.15
2006-05-26,1.2738,1.8593,112.67,0.7576,1.5765,0.9042,1.2256,6.1425,7.3092,11.119,2.2415,6.5275,1.5297,45.8863,945.5
2006-05-29,1.275,1.8597,112.47,0.7584,1.5768,0.9041,1.2247,6.1305,7.2872,11.196,2.293,6.5188,1.5317,46.1,947.5
2006-05-30,1.287,1.8838,112.17,0.7624,1.5614,0.9102,1.2112,6.0789,7.1985,11.3043,2.3125,6.7055,1.551,46.295,945.7
2006-05-31,1.281,1.8698,112.64,0.7522,1.5764,0.9078,1.2192,6.087,7.2328,11.3373,2.307,6.7368,1.5685,46.37,945.7
2006-06-01,1.2804,1.8657,112.71,0.7465,1.591,0.9065,1.2215,6.0823,7.2224,11.2395,2.2451,6.5963,1.541,46.3525,947.25
2006-06-02,1.2918,1.8819,111.74,0.7521,1.5863,0.9081,1.2082,6.0182,7.1376,11.314,2.2766,6.6713,1.6095,45.9025,948.0
2006-06-05,1.2906,1.8724,112.24,0.7482,1.5839,0.9025,1.208,6.0125,7.1177,11.3371,2.2645,6.6723,1.5755,45.77,943.0
2006-06-06,1.2833,1.8602,113.33,0.7405,1.5949,0.899,1.2156,6.0595,7.1791,11.3084,2.242,6.7716,1.569,45.93,942.95
2006-06-07,1.2786,1.8545,113.58,0.7407,1.5966,0.8986,1.2219,6.1143,7.2047,11.3495,2.2545,6.7438,1.5175,45.965,948.2
2006-06-08,1.2652,1.8424,114.23,0.7412,1.5991,0.8903,1.232,6.1958,7.2948,11.4039,2.2585,6.7372,1.556,45.9825,953.45
2006-06-09,1.2639,1.8405,113.98,0.7481,1.5784,0.9039,1.2312,6.1731,7.2931,11.394,2.2592,6.7638,1.5415,45.96,954.5
