Date,JPEASIGL INDEX,JPEASIUS INDEX,JPEASIEU INDEX,JPEASICN INDEX,JPEASISE INDEX,JPEASIAU INDEX,JPEASINO INDEX,JPEASICA INDEX,JPEASIJP INDEX,JPEASIUK INDEX,JPEASINZ INDEX,JPEASISZ INDEX
2005-10-05,,-9.091,23.53,100.0,33.33,0.0,33.33,-66.67,-50.0,0.0,100.0,60.0
2005-10-06,,-12.121,27.27,100.0,33.33,0.0,33.33,-66.67,-50.0,0.0,100.0,60.0
2005-10-07,,-12.5,25.0,100.0,33.33,0.0,33.33,-66.67,-50.0,0.0,100.0,50.0
2005-10-10,,-12.5,28.57,100.0,20.0,0.0,33.33,-66.67,0.0,0.0,100.0,50.0
2005-10-11,,-12.5,28.57,25.0,0.0,25.0,33.33,-66.67,0.0,0.0,100.0,50.0
2005-10-12,,-12.5,33.33,25.0,-20.0,20.0,0.0,-50.0,0.0,0.0,100.0,40.0
2005-10-13,,-10.714,39.39,25.0,-20.0,11.11,0.0,-50.0,0.0,0.0,100.0,25.0
2005-10-14,,-25.0,39.39,25.0,-20.0,11.11,0.0,-50.0,0.0,0.0,100.0,25.0
2005-10-17,,-25.0,39.39,25.0,-20.0,12.5,0.0,-50.0,0.0,0.0,100.0,25.0
2005-10-18,,-25.0,37.5,25.0,-20.0,0.0,0.0,-50.0,0.0,0.0,100.0,25.0
2005-10-19,,-20.69,40.63,25.0,-20.0,0.0,0.0,-50.0,0.0,0.0,100.0,25.0
2005-10-20,,-19.355,40.0,20.0,-50.0,0.0,0.0,-50.0,0.0,14.29,100.0,33.33
2005-10-21,,-19.355,43.33,20.0,-50.0,0.0,0.0,-66.67,0.0,14.29,100.0,33.33
2005-10-24,,-19.355,45.16,-33.33,-50.0,0.0,0.0,-66.67,0.0,14.29,100.0,33.33
2005-10-25,,-16.129,48.48,-33.33,-50.0,0.0,0.0,-66.67,0.0,14.29,100.0,33.33
2005-10-26,,-16.129,47.06,-33.33,-50.0,0.0,0.0,-66.67,0.0,20.0,100.0,33.33
2005-10-27,,-9.375,51.52,-33.33,-33.33,0.0,0.0,-66.67,50.0,50.0,100.0,33.33
2005-10-28,,-6.25,48.65,-33.33,-33.33,0.0,0.0,-66.67,50.0,50.0,100.0,25.0
2005-10-31,,0.0,44.74,-33.33,-33.33,0.0,50.0,-25.0,50.0,50.0,100.0,25.0
2005-11-01,,2.778,48.65,-33.33,-14.29,0.0,50.0,-25.0,50.0,50.0,100.0,20.0
2005-11-02,,2.778,45.95,-33.33,-14.29,0.0,50.0,-33.33,50.0,50.0,100.0,20.0
2005-11-03,,0.0,44.44,-33.33,-14.29,0.0,50.0,-33.33,50.0,50.0,100.0,20.0
2005-11-04,,2.778,42.11,-33.33,-14.29,0.0,50.0,-33.33,50.0,50.0,100.0,20.0
2005-11-07,,2.778,43.59,-33.33,-14.29,0.0,50.0,-33.33,50.0,50.0,100.0,33.33
2005-11-08,,2.778,38.89,-33.33,-14.29,12.5,50.0,-33.33,50.0,50.0,100.0,33.33
2005-11-09,,0.0,38.89,-33.33,-14.29,10.0,50.0,-33.33,50.0,33.33,100.0,40.0
2005-11-10,,3.03,36.11,-20.0,-14.29,0.0,50.0,-33.33,100.0,33.33,100.0,40.0
2005-11-11,,3.03,37.93,-20.0,-14.29,0.0,100.0,0.0,100.0,33.33,100.0,40.0
2005-11-14,,0.0,33.33,-20.0,-14.29,0.0,100.0,0.0,100.0,33.33,100.0,25.0
2005-11-15,,3.333,30.0,-20.0,-14.29,12.5,100.0,0.0,100.0,33.33,100.0,25.0
2005-11-16,,3.333,27.59,-20.0,-14.29,12.5,100.0,0.0,100.0,0.0,100.0,25.0
2005-11-17,,3.226,27.59,-20.0,-14.29,12.5,100.0,0.0,100.0,0.0,100.0,25.0
2005-11-18,,3.226,27.59,-20.0,-14.29,12.5,100.0,0.0,100.0,0.0,100.0,33.33
2005-11-21,,6.25,23.08,-20.0,-14.29,14.29,100.0,33.33,100.0,0.0,100.0,33.33
2005-11-22,,6.25,21.43,0.0,-14.29,14.29,100.0,33.33,100.0,0.0,100.0,33.33
2005-11-23,,17.241,24.14,0.0,-14.29,20.0,100.0,33.33,100.0,0.0,100.0,33.33
2005-11-24,,17.241,12.9,0.0,-14.29,20.0,100.0,33.33,100.0,0.0,100.0,33.33
2005-11-25,,17.241,12.5,0.0,-14.29,20.0,100.0,33.33,100.0,0.0,100.0,50.0
2005-11-28,,16.667,12.5,0.0,-14.29,20.0,100.0,33.33,0.0,0.0,100.0,50.0
2005-11-29,,24.242,9.38,0.0,-14.29,16.67,100.0,33.33,0.0,0.0,100.0,50.0
2005-11-30,,21.212,2.7,0.0,-14.29,16.67,100.0,0.0,0.0,0.0,100.0,50.0
2005-12-01,,20.0,-5.26,0.0,-14.29,12.5,100.0,0.0,0.0,-33.33,100.0,40.0
2005-12-02,,16.216,-5.41,0.0,-14.29,12.5,100.0,33.33,0.0,-33.33,100.0,40.0
2005-12-05,,15.789,-8.11,0.0,-14.29,11.11,100.0,33.33,0.0,-33.33,100.0,40.0
2005-12-06,,18.919,-11.11,0.0,-12.5,0.0,50.0,33.33,0.0,-33.33,100.0,40.0
2005-12-07,,18.919,-11.43,0.0,-12.5,-8.33,50.0,33.33,0.0,-33.33,100.0,33.33
2005-12-08,,20.0,-11.43,0.0,-14.29,-8.33,50.0,33.33,-100.0,-33.33,100.0,33.33
2005-12-09,,18.75,-18.75,-25.0,-14.29,-8.33,50.0,33.33,-100.0,-33.33,100.0,40.0
2005-12-12,,18.75,-16.13,-25.0,-14.29,-9.09,33.33,0.0,-100.0,-33.33,100.0,40.0
2005-12-13,,16.129,-15.15,-25.0,-33.33,-10.0,33.33,0.0,-100.0,-33.33,100.0,50.0
2005-12-14,,16.129,-15.63,-25.0,-33.33,-10.0,33.33,0.0,-100.0,-40.0,100.0,50.0
2005-12-15,,20.69,-18.18,-25.0,-33.33,-10.0,33.33,0.0,-100.0,-16.67,100.0,50.0
2005-12-16,,20.69,-12.12,-25.0,-33.33,-10.0,33.33,0.0,-100.0,-16.67,100.0,50.0
2005-12-19,,20.69,-18.18,-25.0,-33.33,-10.0,33.33,0.0,-100.0,-16.67,100.0,33.33
2005-12-20,,23.333,-18.18,-25.0,-33.33,-22.22,33.33,0.0,-100.0,-16.67,100.0,33.33
2005-12-21,,23.333,-21.21,-25.0,-33.33,-28.57,33.33,0.0,-100.0,-16.67,0.0,33.33
2005-12-22,,15.625,-21.21,-50.0,-40.0,-28.57,33.33,0.0,-100.0,-14.29,0.0,33.33
2005-12-23,,12.121,-23.53,-50.0,-16.67,-28.57,33.33,0.0,-100.0,-14.29,0.0,33.33
2005-12-26,,12.121,-23.53,-50.0,-16.67,-28.57,33.33,0.0,-100.0,-14.29,0.0,33.33
2005-12-27,,12.121,-23.53,-50.0,-16.67,-28.57,33.33,0.0,-100.0,-14.29,0.0,33.33
2005-12-28,,11.765,-18.75,-50.0,0.0,-28.57,33.33,0.0,-100.0,0.0,0.0,33.33
2005-12-29,,9.375,-18.75,-50.0,0.0,-28.57,33.33,0.0,-100.0,0.0,0.0,33.33
2005-12-30,,9.375,-18.75,-50.0,0.0,-28.57,0.0,0.0,-100.0,0.0,0.0,50.0
2006-01-02,,9.375,-18.75,-50.0,0.0,-28.57,0.0,0.0,-100.0,0.0,0.0,50.0
2006-01-03,,5.882,-21.88,-50.0,0.0,-28.57,0.0,-33.33,-100.0,0.0,0.0,20.0
2006-01-04,,8.824,-25.81,-50.0,0.0,-28.57,0.0,-33.33,-100.0,0.0,0.0,20.0
2006-01-05,,5.556,-13.89,-50.0,16.67,-25.0,0.0,-33.33,-100.0,0.0,0.0,20.0
2006-01-06,,-9.091,-13.89,-50.0,16.67,-25.0,0.0,-33.33,-100.0,0.0,0.0,0.0
2006-01-09,,-9.091,-18.42,-50.0,16.67,-25.0,0.0,-33.33,-100.0,0.0,0.0,0.0
2006-01-10,,-9.091,-10.26,-25.0,20.0,-28.57,0.0,-33.33,-100.0,0.0,0.0,0.0
2006-01-11,,-9.091,-9.09,-25.0,0.0,-22.22,-33.33,0.0,-100.0,0.0,0.0,0.0
2006-01-12,,-10.345,-3.23,-25.0,20.0,-28.57,-33.33,0.0,-100.0,0.0,0.0,0.0
2006-01-13,,-7.407,-3.23,-25.0,20.0,-28.57,-33.33,0.0,-100.0,0.0,0.0,0.0
2006-01-16,,-7.407,-3.33,-25.0,20.0,-28.57,-33.33,0.0,-100.0,0.0,0.0,0.0
2006-01-17,,-7.407,-10.0,-25.0,20.0,-16.67,-100.0,0.0,-100.0,0.0,0.0,0.0
2006-01-18,,-7.407,-6.45,-25.0,20.0,0.0,-100.0,0.0,-100.0,-16.67,0.0,0.0
2006-01-19,,-10.345,-6.45,-25.0,20.0,0.0,-100.0,0.0,-100.0,-16.67,0.0,0.0
2006-01-20,,-13.793,-10.34,0.0,20.0,0.0,-100.0,0.0,-100.0,-14.29,0.0,0.0
2006-01-23,,-17.241,-10.34,0.0,20.0,0.0,-100.0,0.0,-100.0,-14.29,0.0,0.0
2006-01-24,,-17.241,-11.11,33.33,20.0,0.0,-100.0,0.0,-100.0,-14.29,0.0,0.0
2006-01-25,,-20.0,-12.9,33.33,20.0,0.0,-100.0,0.0,-100.0,0.0,0.0,0.0
2006-01-26,,-24.138,-10.0,33.33,20.0,0.0,-100.0,0.0,-100.0,-25.0,0.0,0.0
2006-01-27,,-22.581,-16.67,33.33,20.0,0.0,-100.0,0.0,-100.0,-25.0,0.0,-25.0
2006-01-30,,-18.182,-13.79,33.33,20.0,20.0,-100.0,0.0,0.0,-25.0,0.0,-25.0
2006-01-31,,-20.588,-8.33,33.33,20.0,20.0,0.0,0.0,0.0,-25.0,0.0,-25.0
2006-02-01,,-16.667,-5.71,33.33,20.0,16.67,0.0,0.0,0.0,-25.0,0.0,-20.0
2006-02-02,,-12.121,-5.88,33.33,20.0,16.67,0.0,0.0,0.0,-33.33,0.0,-20.0
2006-02-03,,-17.647,-2.94,33.33,20.0,16.67,0.0,0.0,0.0,-33.33,0.0,-20.0
2006-02-06,,-17.647,-5.71,33.33,20.0,16.67,0.0,0.0,100.0,-33.33,0.0,-20.0
2006-02-07,,-17.647,-5.71,33.33,20.0,16.67,0.0,0.0,100.0,-33.33,0.0,0.0
2006-02-08,,-17.647,-2.7,33.33,20.0,25.0,0.0,0.0,100.0,-33.33,0.0,0.0
2006-02-09,,-18.75,0.0,33.33,20.0,22.22,0.0,0.0,100.0,-33.33,0.0,0.0
2006-02-10,,-18.75,-2.7,33.33,20.0,22.22,100.0,0.0,100.0,-33.33,0.0,-20.0
2006-02-13,,-18.75,0.0,66.67,20.0,22.22,100.0,0.0,100.0,-33.33,0.0,-20.0
2006-02-14,,-12.903,2.7,66.67,20.0,22.22,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-15,,-16.129,2.7,66.67,20.0,22.22,100.0,0.0,100.0,-20.0,0.0,0.0
2006-02-16,,-6.25,0.0,66.67,20.0,25.0,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-17,,-3.226,0.0,66.67,20.0,25.0,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-20,,-3.226,7.41,66.67,20.0,25.0,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-21,,0.0,0.0,100.0,20.0,25.0,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-22,,0.0,6.9,100.0,20.0,42.86,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-23,,3.125,12.9,100.0,20.0,42.86,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-24,,0.0,12.5,100.0,20.0,42.86,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-27,,0.0,15.15,100.0,20.0,57.14,100.0,0.0,100.0,-33.33,0.0,0.0
2006-02-28,,-2.857,20.51,100.0,20.0,57.14,50.0,25.0,100.0,-33.33,0.0,0.0
2006-03-01,,-5.128,15.0,100.0,20.0,33.33,50.0,25.0,100.0,-25.0,0.0,20.0
2006-03-02,,-2.703,17.07,100.0,20.0,33.33,50.0,25.0,0.0,-25.0,0.0,20.0
2006-03-03,,0.0,20.0,100.0,20.0,33.33,50.0,25.0,0.0,-33.33,0.0,20.0
2006-03-06,,2.778,19.51,100.0,20.0,33.33,50.0,33.33,0.0,-33.33,0.0,20.0
2006-03-07,,2.778,19.05,100.0,-12.5,33.33,50.0,33.33,0.0,-33.33,0.0,33.33
2006-03-08,,2.778,23.68,100.0,-12.5,18.18,50.0,33.33,0.0,-33.33,0.0,33.33
2006-03-09,,2.857,23.68,100.0,-14.29,16.67,50.0,33.33,0.0,-33.33,0.0,33.33
2006-03-10,,-3.03,28.21,100.0,-14.29,16.67,50.0,33.33,0.0,-33.33,0.0,60.0
2006-03-13,,-3.03,27.5,16.67,-14.29,9.09,50.0,33.33,-100.0,-33.33,0.0,60.0
2006-03-14,,-10.0,26.47,16.67,-14.29,9.09,0.0,50.0,-100.0,-33.33,0.0,60.0
2006-03-15,,-10.0,24.24,16.67,-14.29,10.0,0.0,50.0,-100.0,-20.0,0.0,75.0
2006-03-16,,-9.375,23.53,16.67,-14.29,10.0,0.0,50.0,-100.0,-16.67,0.0,75.0
2006-03-17,,-3.333,20.59,16.67,-14.29,10.0,0.0,50.0,-100.0,-16.67,0.0,75.0
2006-03-20,,0.0,24.24,16.67,-14.29,10.0,0.0,50.0,-100.0,-16.67,0.0,75.0
2006-03-21,,0.0,26.47,16.67,-14.29,10.0,0.0,33.33,-100.0,-16.67,0.0,66.67
2006-03-22,,0.0,24.24,16.67,-14.29,0.0,0.0,33.33,-100.0,-16.67,0.0,66.67
2006-03-23,,3.125,24.24,16.67,0.0,0.0,0.0,33.33,-100.0,-16.67,-100.0,66.67
2006-03-24,,0.0,28.13,16.67,0.0,0.0,0.0,33.33,-100.0,-16.67,-100.0,66.67
2006-03-27,,0.0,25.0,-66.67,0.0,0.0,0.0,33.33,-100.0,-16.67,-100.0,66.67
2006-03-28,,3.03,34.29,-66.67,0.0,0.0,0.0,33.33,-100.0,-16.67,-100.0,66.67
2006-03-29,,3.03,34.29,-66.67,0.0,0.0,0.0,33.33,-100.0,0.0,-100.0,50.0
2006-03-30,,-3.226,35.14,-66.67,0.0,11.11,0.0,33.33,0.0,25.0,-100.0,50.0
2006-03-31,,2.941,40.91,-66.67,0.0,11.11,25.0,0.0,0.0,25.0,-100.0,50.0
2006-04-03,,-2.857,40.91,-66.67,12.5,11.11,25.0,0.0,0.0,25.0,-100.0,60.0
2006-04-04,,-2.857,37.78,-66.67,12.5,11.11,25.0,0.0,0.0,25.0,-100.0,60.0
2006-04-05,,-2.778,35.71,-66.67,12.5,0.0,25.0,0.0,0.0,25.0,-100.0,60.0
2006-04-06,,-5.556,32.5,-66.67,12.5,0.0,25.0,0.0,0.0,25.0,-100.0,60.0
2006-04-07,,3.448,36.59,-66.67,28.57,0.0,25.0,0.0,0.0,25.0,-100.0,60.0
2006-04-10,,3.448,31.71,-66.67,12.5,-10.0,25.0,0.0,0.0,25.0,-100.0,60.0
2006-04-11,,3.448,31.43,0.0,14.29,-10.0,33.33,-50.0,0.0,25.0,-100.0,60.0
2006-04-12,,3.448,38.24,0.0,16.67,0.0,33.33,-50.0,0.0,-16.67,-100.0,50.0
2006-04-13,,3.226,36.36,0.0,16.67,0.0,33.33,-50.0,100.0,-16.67,-100.0,50.0
2006-04-14,,3.226,36.36,0.0,16.67,0.0,33.33,-50.0,100.0,-16.67,-100.0,50.0
2006-04-17,,3.226,36.36,0.0,16.67,0.0,33.33,-50.0,100.0,-16.67,-100.0,50.0
2006-04-18,,0.0,38.71,0.0,16.67,0.0,33.33,-50.0,100.0,-16.67,-100.0,33.33
2006-04-19,,0.0,38.71,14.29,16.67,16.67,33.33,-50.0,100.0,-16.67,-100.0,33.33
2006-04-20,,-3.03,34.38,14.29,16.67,20.0,33.33,-50.0,100.0,-16.67,-100.0,33.33
2006-04-21,,0.0,30.0,14.29,16.67,20.0,33.33,-33.33,100.0,-16.67,-100.0,33.33
2006-04-24,,0.0,33.33,75.0,16.67,20.0,33.33,-33.33,100.0,0.0,-100.0,33.33
2006-04-25,,9.375,41.94,75.0,16.67,20.0,33.33,-33.33,100.0,0.0,-100.0,33.33
2006-04-26,,14.706,40.63,75.0,16.67,20.0,33.33,-33.33,100.0,0.0,-100.0,33.33
2006-04-27,,12.5,42.42,75.0,16.67,16.67,100.0,-33.33,50.0,0.0,-100.0,33.33
2006-04-28,,12.5,50.0,75.0,16.67,16.67,100.0,-25.0,50.0,0.0,-100.0,50.0
2006-05-01,,12.5,50.0,75.0,16.67,16.67,100.0,-25.0,50.0,0.0,-100.0,50.0
2006-05-02,,17.143,47.5,75.0,16.67,16.67,50.0,-33.33,50.0,0.0,-100.0,20.0
2006-05-03,,21.622,45.0,75.0,16.67,16.67,50.0,-33.33,50.0,0.0,-100.0,20.0
2006-05-04,,19.444,41.46,75.0,16.67,14.29,50.0,-33.33,50.0,0.0,0.0,20.0
2006-05-05,,20.0,41.46,75.0,16.67,14.29,50.0,-33.33,50.0,0.0,0.0,20.0
2006-05-08,,20.0,43.9,75.0,16.67,14.29,50.0,-33.33,50.0,0.0,0.0,16.67
2006-05-09,,20.0,37.84,75.0,16.67,14.29,50.0,-33.33,50.0,0.0,0.0,16.67
2006-05-10,,16.667,35.0,75.0,16.67,11.11,50.0,-33.33,50.0,-33.33,-100.0,20.0
2006-05-11,,16.667,33.33,42.86,16.67,0.0,50.0,-33.33,0.0,-33.33,-100.0,20.0
2006-05-12,,16.129,25.81,42.86,16.67,0.0,0.0,0.0,0.0,-33.33,-100.0,20.0
2006-05-15,,16.129,25.81,50.0,16.67,0.0,0.0,0.0,0.0,-33.33,-100.0,0.0
2006-05-16,,15.625,27.27,50.0,16.67,0.0,0.0,0.0,0.0,-33.33,-100.0,0.0
2006-05-17,,15.625,28.13,50.0,16.67,0.0,0.0,0.0,0.0,-40.0,-100.0,0.0
2006-05-18,,9.375,28.13,50.0,16.67,0.0,0.0,0.0,0.0,-33.33,-100.0,0.0
2006-05-19,,9.375,23.33,50.0,16.67,0.0,0.0,0.0,0.0,-33.33,-100.0,0.0
2006-05-22,,9.375,27.59,50.0,16.67,0.0,0.0,0.0,0.0,-33.33,-100.0,0.0
2006-05-23,,9.375,25.0,40.0,16.67,0.0,0.0,0.0,0.0,-33.33,-100.0,0.0
2006-05-24,,8.824,27.27,40.0,16.67,0.0,0.0,0.0,0.0,0.0,-100.0,0.0
2006-05-25,,9.091,26.47,40.0,16.67,0.0,0.0,0.0,0.0,0.0,-100.0,0.0
2006-05-26,,5.882,26.47,40.0,16.67,0.0,0.0,0.0,0.0,0.0,-100.0,0.0
2006-05-29,,5.882,26.47,40.0,16.67,0.0,0.0,0.0,0.0,0.0,-100.0,0.0
2006-05-30,,8.824,28.57,40.0,16.67,0.0,0.0,0.0,0.0,0.0,-100.0,0.0
2006-05-31,,11.429,30.23,25.0,16.67,0.0,0.0,-25.0,0.0,0.0,-100.0,25.0
2006-06-01,,11.429,31.82,25.0,16.67,0.0,0.0,-25.0,0.0,0.0,-100.0,20.0
2006-06-02,,10.526,32.56,25.0,16.67,0.0,0.0,-33.33,0.0,0.0,-100.0,20.0
2006-06-05,,5.405,30.95,25.0,16.67,-11.11,0.0,-33.33,0.0,-33.33,-100.0,20.0
2006-06-06,,5.405,27.5,25.0,16.67,-10.0,-25.0,-33.33,0.0,-33.33,-100.0,20.0
2006-06-07,,0.0,27.5,25.0,37.5,-8.33,-25.0,-33.33,0.0,-33.33,-100.0,20.0
2006-06-08,,-6.897,26.32,25.0,28.57,-9.09,-25.0,-33.33,0.0,-33.33,-100.0,16.67
2006-06-09,,-6.897,15.15,25.0,28.57,-9.09,-25.0,-50.0,0.0,-33.33,-100.0,0.0
2006-06-12,,-6.897,11.76,14.29,28.57,-9.09,-25.0,-50.0,0.0,-33.33,-100.0,0.0
2006-06-13,,-14.286,8.82,14.29,50.0,-9.09,-33.33,-50.0,0.0,-33.33,-100.0,25.0
2006-06-14,,-14.286,12.12,25.0,50.0,-9.09,-33.33,-50.0,0.0,-40.0,-100.0,25.0
2006-06-15,,-13.333,15.63,25.0,50.0,-10.0,-33.33,-50.0,0.0,-33.33,-100.0,25.0
2006-06-16,,-10.345,12.12,25.0,50.0,-10.0,-33.33,-50.0,0.0,-33.33,-100.0,25.0
2006-06-19,,-10.345,9.38,25.0,50.0,-10.0,-33.33,-50.0,0.0,-33.33,-100.0,33.33
2006-06-20,,-3.448,9.38,25.0,50.0,-10.0,-33.33,-50.0,0.0,-33.33,-100.0,33.33
2006-06-21,,-3.448,10.0,25.0,60.0,-12.5,-33.33,0.0,0.0,-33.33,0.0,33.33
2006-06-22,,-6.667,10.0,40.0,60.0,-14.29,-33.33,0.0,0.0,-33.33,0.0,33.33
2006-06-23,,-3.333,10.0,40.0,60.0,-14.29,-33.33,0.0,0.0,-33.33,0.0,33.33
2006-06-26,,0.0,6.45,25.0,60.0,-14.29,-33.33,0.0,0.0,-33.33,0.0,33.33
2006-06-27,,0.0,16.13,25.0,42.86,-14.29,-33.33,0.0,0.0,-33.33,0.0,33.33
2006-06-28,,0.0,16.13,25.0,50.0,-14.29,-33.33,0.0,0.0,-25.0,0.0,25.0
2006-06-29,,6.897,14.29,25.0,50.0,-12.5,-25.0,-25.0,50.0,-33.33,0.0,25.0
2006-06-30,,6.25,16.67,25.0,50.0,-12.5,-25.0,-33.33,50.0,0.0,0.0,25.0
2006-07-03,,0.0,15.91,25.0,55.56,-11.11,-25.0,-33.33,50.0,0.0,0.0,20.0
2006-07-04,,0.0,17.5,25.0,55.56,-11.11,-25.0,-33.33,50.0,0.0,0.0,20.0
2006-07-05,,3.03,10.26,25.0,55.56,-11.11,-25.0,-33.33,50.0,0.0,0.0,20.0
2006-07-06,,0.0,7.69,25.0,55.56,-11.11,-25.0,-33.33,50.0,0.0,0.0,20.0
2006-07-07,,3.226,7.69,25.0,55.56,-11.11,-25.0,-33.33,50.0,0.0,0.0,16.67
2006-07-10,,3.226,7.14,28.57,44.44,11.11,-25.0,-33.33,100.0,0.0,0.0,16.67
2006-07-11,,3.226,4.76,28.57,37.5,0.0,-25.0,-33.33,100.0,0.0,0.0,16.67
2006-07-12,,3.226,-2.94,28.57,37.5,10.0,-33.33,0.0,100.0,-16.67,0.0,0.0
2006-07-13,,6.897,-3.13,28.57,28.57,11.11,-33.33,0.0,100.0,-16.67,0.0,0.0
2006-07-14,,0.0,-3.13,28.57,28.57,11.11,-33.33,0.0,100.0,-16.67,0.0,0.0
2006-07-17,,3.448,-3.03,37.5,28.57,25.0,-33.33,0.0,100.0,-16.67,0.0,0.0
2006-07-18,,3.448,-5.88,37.5,28.57,28.57,0.0,0.0,100.0,-16.67,0.0,0.0
2006-07-19,,0.0,-6.06,37.5,28.57,40.0,0.0,0.0,100.0,-16.67,0.0,0.0
2006-07-20,,-6.452,-6.06,37.5,28.57,40.0,0.0,0.0,100.0,0.0,0.0,0.0
2006-07-21,,-6.452,-3.13,37.5,28.57,40.0,0.0,0.0,100.0,0.0,0.0,0.0
2006-07-24,,-6.452,0.0,60.0,28.57,40.0,0.0,-33.33,100.0,0.0,0.0,0.0
2006-07-25,,-3.125,3.13,60.0,28.57,40.0,0.0,-33.33,100.0,0.0,0.0,0.0
2006-07-26,,-3.125,2.94,50.0,28.57,40.0,0.0,-33.33,100.0,20.0,0.0,0.0
2006-07-27,,-3.125,2.94,50.0,28.57,40.0,0.0,-33.33,0.0,25.0,0.0,0.0
2006-07-28,,-9.375,5.71,50.0,28.57,40.0,0.0,-33.33,0.0,25.0,0.0,0.0
2006-07-31,,-9.375,12.2,50.0,28.57,33.33,50.0,-50.0,0.0,25.0,0.0,0.0
2006-08-01,,-8.333,6.82,50.0,28.57,28.57,50.0,-50.0,0.0,25.0,0.0,0.0
2006-08-02,,-8.333,6.98,50.0,28.57,28.57,50.0,-100.0,0.0,25.0,0.0,20.0
2006-08-03,,-10.811,6.98,50.0,28.57,28.57,50.0,-100.0,0.0,25.0,0.0,20.0
2006-08-04,,-14.286,4.55,50.0,28.57,28.57,50.0,-100.0,0.0,25.0,0.0,20.0
2006-08-07,,-14.286,6.98,50.0,28.57,28.57,50.0,-100.0,0.0,25.0,0.0,16.67
2006-08-08,,-14.286,0.0,50.0,28.57,25.0,50.0,-100.0,0.0,25.0,0.0,16.67
2006-08-09,,-14.286,0.0,28.57,28.57,20.0,50.0,-100.0,0.0,25.0,100.0,20.0
2006-08-10,,-14.286,0.0,28.57,28.57,22.22,100.0,-100.0,-100.0,25.0,100.0,20.0
2006-08-11,,-6.452,-6.06,37.5,28.57,22.22,100.0,-100.0,-100.0,0.0,100.0,20.0
2006-08-14,,-6.452,-6.45,37.5,28.57,25.0,100.0,-100.0,-100.0,0.0,100.0,25.0
2006-08-15,,-6.452,-6.45,33.33,28.57,25.0,100.0,-100.0,-100.0,0.0,100.0,25.0
2006-08-16,,-12.5,-3.33,33.33,28.57,25.0,100.0,-100.0,-100.0,-20.0,100.0,25.0
2006-08-17,,-11.765,0.0,33.33,28.57,25.0,100.0,-100.0,-100.0,-33.33,100.0,25.0
2006-08-18,,-18.182,0.0,33.33,28.57,25.0,100.0,-100.0,-100.0,-33.33,100.0,33.33
2006-08-21,,-18.182,0.0,33.33,28.57,14.29,100.0,-66.67,-100.0,-33.33,100.0,33.33
2006-08-22,,-18.182,-3.57,33.33,28.57,14.29,100.0,-66.67,-100.0,-33.33,100.0,33.33
2006-08-23,,-20.588,-3.57,33.33,28.57,0.0,100.0,-66.67,-100.0,-25.0,100.0,33.33
2006-08-24,,-21.875,-3.23,33.33,28.57,0.0,100.0,-66.67,-100.0,-25.0,100.0,33.33
2006-08-25,,-21.875,-3.23,33.33,28.57,0.0,100.0,-66.67,-100.0,-25.0,100.0,33.33
2006-08-28,,-21.875,-3.23,20.0,28.57,0.0,100.0,-66.67,-100.0,-25.0,100.0,33.33
2006-08-29,,-21.875,-3.23,20.0,28.57,0.0,100.0,-66.67,-50.0,-25.0,100.0,33.33
2006-08-30,,-21.875,-3.23,20.0,28.57,0.0,100.0,-66.67,-50.0,-25.0,100.0,0.0
2006-08-31,,-18.182,-10.26,20.0,28.57,0.0,100.0,-75.0,-50.0,-66.67,100.0,0.0
2006-09-01,,-25.714,-12.82,20.0,28.57,0.0,100.0,-75.0,-50.0,-66.67,100.0,20.0
2006-09-04,,-25.714,-12.82,20.0,28.57,12.5,100.0,-66.67,-50.0,-66.67,100.0,20.0
2006-09-05,,-25.714,-10.53,20.0,28.57,0.0,50.0,-66.67,-50.0,-66.67,100.0,20.0
2006-09-06,,-25.714,-10.81,20.0,28.57,9.09,50.0,-66.67,-50.0,-66.67,100.0,20.0
2006-09-07,,-28.571,-10.81,20.0,28.57,8.33,50.0,-66.67,0.0,-66.67,100.0,20.0
2006-09-08,,-28.571,-8.11,20.0,28.57,8.33,50.0,-66.67,0.0,-66.67,100.0,20.0
2006-09-11,,-28.571,-21.88,50.0,28.57,9.09,33.33,-50.0,0.0,-66.67,100.0,20.0
2006-09-12,,-28.571,-17.24,50.0,28.57,10.0,33.33,-50.0,0.0,-66.67,100.0,20.0
2006-09-13,,-28.571,-17.24,33.33,28.57,10.0,33.33,-50.0,0.0,-20.0,100.0,0.0
2006-09-14,,-18.519,-17.86,30.0,28.57,10.0,33.33,-50.0,0.0,-16.67,100.0,0.0
2006-09-15,,-19.231,-17.86,30.0,28.57,10.0,33.33,-50.0,0.0,-16.67,100.0,0.0
2006-09-18,,-19.231,-20.69,30.0,28.57,10.0,33.33,-50.0,0.0,-16.67,100.0,0.0
2006-09-19,,-22.222,-21.43,30.0,28.57,11.11,33.33,-50.0,0.0,-16.67,100.0,0.0
